Weighted Total [Total Pts: up to 0 Percentage] |1576204,Total [Total Pts: up to 480 Score] |1576203,Academic Integrity Quiz [Total Pts: 10 Score] |1626325,Syllabus Quiz [Total Pts: 10 Score] |1626326,Pre-Lab 1 [Total Pts: 5 Score] |1626327,Lab 1 [Total Pts: 20 Score] |1626328,Pre-Lab 2 [Total Pts: 5 Score] |1626329,Lab 2 [Total Pts: 20 Score] |1626330,Pre-Lab 3 [Total Pts: 5 Score] |1626331,Lab 3 [Total Pts: 20 Score] |1626332,Pre-Lab 4 [Total Pts: 5 Score] |1626333,Lab 4 [Total Pts: 20 Score] |1626334,Pre-Lab 5 [Total Pts: 5 Score] |1626335,Lab 5 [Total Pts: 20 Score] |1626336,Pre-Lab 6 [Total Pts: 5 Score] |1626337,Lab 6 [Total Pts: 20 Score] |1626338,Pre-Lab 7 [Total Pts: 5 Score] |1626339,Lab 7 [Total Pts: 20 Score] |1626340,Pre-Lab 8 [Total Pts: 5 Score] |1626341,Lab 8 [Total Pts: 20 Score] |1626342,Pre-Lab 9 [Total Pts: 5 Score] |1626343,Lab 9 [Total Pts: 20 Score] |1626344,Pre-Lab 10 [Total Pts: 0 Score] |1626345,Lab 10 [Total Pts: 0 Score] |1626346,Exam 1 [Total Pts: 65 Score] |1626368,Exam 2 [Total Pts: 65 Score] |1626374,Documentary Review Extra Credit [Total Pts: 0 Score] |1626362,Misc. Extra Credit [Total Pts: 0 Score] |1626371,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1626363,Midterm Grade Percentage Column [Total Pts: up to 120 Percentage] |1626364,Midterm Letter Grade [Total Pts: 0 Text] |1626365,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1626369,Field Museum Scavenger Hunt [Total Pts: 50 Score] |1626370,Date Last Attendance [Total Pts: 0 Text] |1626376,Documentary Lab Questions [Total Pts: 25 Score] |1626367,Food Allergies Survey [Total Pts: 0 Complete/Incomplete] |1626324,Sli.do total [Total Pts: 0 Text] |1691825,Inquizitive extra credit [Total Pts: 0 Text] |1695424,Incomplete: Final Total Points [Total Pts: 475 Percentage] |1626372,Incomplete: Final Letter Grade [Total Pts: 100 Text] |1626373,Final Grade Percentage [Total Pts: up to 480 Percentage] |2289825,Final Grade Letter [Total Pts: up to 480 Letter] |2289813,Total Assignment Percentage [Total Pts: up to 305 Percentage] |2291828,Total Exam Percentage [Total Pts: up to 130 Percentage] |2291829,Total Attendance Percentage [Total Pts: 0 Score] |2291839,Total Extra Credit [Total Pts: 0 Score] |2291840
,372.0,,,0.0,0.0,3.0,19.0,5.0,18.0,5.0,19.5,3.0,18.0,4.5,20.0,4.0,20.0,3.0,18.0,4.0,20.0,5.0,20.0,39.0,42.0,,,,57.91666,D,30.0,32.0,,,,20,,,C,77.5,C,88.85245,62.30769,100,0.0
,459.0,8,10.0,5.0,20.0,5.0,19.5,4.0,16.5,5.0,20.0,4.0,19.5,4.5,19.0,5.0,20.0,4.0,20.0,4.0,20.0,5.0,20.0,51.0,53.0,,,Complete,94.16666,A,27.0,50.0,,,,20,,96.63157,A,95.625,A,103.93441999999999,80.0,100,0.0
,386.5,0,0.0,0.0,0.0,5.0,18.0,5.0,18.5,0.0,0.0,4.0,17.5,5.0,20.0,5.0,19.5,5.0,19.0,4.0,20.0,4.0,18.0,49.0,56.0,,,Complete,38.75,F,30.0,46.0,,,,18,0.0,81.36842,B,80.52083,B,86.39344,80.76923000000001,90,0.0
,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,F,,,,,,6,,,,1.25,F,0.0,0.0,30,0.0
,416.5,9,10.0,5.0,20.0,3.0,16.0,5.0,18.5,3.0,19.0,5.0,17.0,4.5,17.0,3.5,18.0,3.0,19.0,5.0,20.0,5.0,20.0,35.0,39.0,5.0,,Complete,90.41666,B,27.5,49.0,,,,13,2.5,87.68421,B,86.77083,B,99.34425999999999,56.923069999999996,65,2.5
,330.5,,,5.0,20.0,3.0,20.0,0.0,0.0,4.5,20.0,5.0,20.0,4.5,19.0,,,,,5.0,20.0,5.0,20.0,39.0,51.0,,,,60.41666,D,15.0,37.5,,,,17,,69.57894,C,68.85416,D,73.27868000000001,69.23076,85,0.0
,406.0,9,9.0,4.5,18.5,5.0,18.0,0.0,18.0,5.0,19.0,5.0,18.5,4.5,18.5,4.0,19.5,0.0,15.0,4.5,20.0,2.5,17.0,37.0,40.0,,,Complete,88.33333,B,27.0,50.0,,,,17,,85.47368,B,84.58333,B,96.39344,59.23076,85,0.0
,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,F,,,,,,6,,,,1.25,F,0.0,0.0,30,0.0
,449.5,8,10.0,4.5,20.0,5.0,17.0,5.0,20.0,5.0,20.0,5.0,20.0,4.5,19.0,5.0,20.0,4.0,20.0,4.0,20.0,5.0,20.0,39.0,47.0,5.0,,Complete,95.41666,A,27.0,49.5,,,,20,1.0,93.57894,A,93.64583,A,104.75409,66.15384,100,1.0
,447.5,8,9.0,5.0,18.0,5.0,18.0,5.0,18.5,4.0,20.0,3.5,18.0,5.0,20.0,5.0,19.0,3.5,19.5,4.0,20.0,5.0,18.5,48.0,54.0,,,,92.08333,A,28.0,46.0,,,,20,,94.21051999999999,A,93.22916,A,101.14754,78.46153000000001,100,0.0
,462.0,10,10.0,5.0,20.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,19.0,5.0,19.0,4.5,18.5,5.0,20.0,4.5,20.0,4.0,20.0,50.0,53.0,,,Complete,98.75,A,27.0,49.0,,,,20,,97.26315,A,96.25,A,104.59016,79.23076,100,0.0
,462.5,10,10.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.5,5.0,20.0,0.0,0.0,62.0,61.0,,,Complete,100.0,A,25.0,45.0,,,,20,5.0,97.36842,A,96.35416,A,96.55736999999999,94.61538,100,5.0
,421.5,9,10.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.0,4.0,20.0,4.5,18.0,5.0,17.5,4.0,20.0,5.0,19.0,32.0,40.0,,,,99.16666,A,29.5,43.0,,,,17,,88.73684,B,87.8125,B,102.78688000000001,55.384609999999995,85,0.0
,423.0,8,10.0,4.5,20.0,3.0,19.0,5.0,15.5,5.0,20.0,4.5,18.0,4.0,20.0,5.0,19.5,5.0,19.5,4.0,20.0,5.0,20.0,31.0,37.0,5.0,,,91.66666,B,30.0,49.5,,,,16,,89.05263000000001,B,88.125,B,103.60655,52.30769,80,0.0
,62.5,8,9.0,4.5,17.0,1.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,47.08333,F,,,,,,6,,13.15789,F,13.02083,F,12.95081,0.0,30,0.0
,464.5,9,10.0,5.0,20.0,5.0,20.0,5.0,17.25,5.0,18.5,5.0,18.5,4.5,16.75,4.5,18.5,5.0,18.0,5.0,20.0,5.0,20.0,51.0,48.0,5.0,,Complete,95.625,A,30.0,50.0,,,,20,5.0,96.8421,A,96.77083,A,103.77049,76.15384,100,5.0
,428.5,10,10.0,4.0,19.0,5.0,20.0,0.0,17.5,5.0,19.5,4.0,19.0,4.5,19.5,4.0,18.0,3.5,20.0,4.0,20.0,5.0,19.0,35.0,40.0,5.0,,Complete,91.66666,A,30.0,50.0,,,,18,,90.21051999999999,A,89.27083,B,101.80327,57.6923,90,0.0
,413.5,9,10.0,5.0,20.0,3.0,17.0,4.0,17.0,5.0,19.0,5.0,18.5,5.0,17.0,0.0,0.0,4.0,18.0,5.0,20.0,4.0,19.0,47.0,50.0,,,Complete,90.83333,B,25.0,47.0,,,,20,,,B,86.14583,B,90.9836,74.61538,100,0.0
,406.0,9,7.0,5.0,20.0,1.0,19.0,5.0,20.0,5.0,20.0,0.0,10.0,0.0,0.0,5.0,19.5,2.5,20.0,2.0,20.0,5.0,20.0,44.0,55.0,,,,92.5,A,27.0,45.0,,,,20,,,B,84.58333,B,88.85245,76.15384,100,0.0
,402.0,8,10.0,3.0,19.0,5.0,19.0,4.0,19.5,4.0,19.0,4.5,18.5,5.0,18.5,4.0,18.0,1.5,19.0,3.0,20.0,5.0,18.5,31.0,40.0,,,Complete,92.08333,A,26.0,45.0,,,,14,,84.63157,B,83.75,B,98.03278,54.61538,70,0.0
,439.0,10,10.0,4.0,17.0,5.0,18.5,5.0,17.0,4.5,19.0,3.0,18.5,5.0,19.0,4.5,18.5,2.0,19.0,3.0,20.0,5.0,18.5,48.0,48.0,,,,91.66666,A,29.0,48.0,,,,20,,92.42105,A,91.45833,A,99.34425999999999,73.84615,100,0.0
,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,F,,,,,,6,,,,1.25,F,0.0,0.0,30,0.0
,429.0,4,8.0,5.0,18.5,1.0,19.0,5.0,19.5,2.5,19.0,5.0,20.0,3.0,17.0,4.0,19.5,5.0,19.0,1.5,20.0,4.0,19.0,43.0,49.0,,,,84.58333,B,29.5,50.0,,,,19,,90.31578,A,89.375,B,100.32786,70.76923000000001,95,0.0
,212.0,10,10.0,4.0,18.0,3.0,15.0,2.0,16.0,3.5,19.0,5.0,15.0,0.0,0.0,4.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,,,Complete,83.75,B,13.0,0.0,,,,11,,,,44.16666,F,44.26229,35.384609999999995,55,0.0
,407.5,8,10.0,4.5,19.0,4.0,17.0,4.0,17.0,5.0,19.0,4.0,19.0,4.5,16.5,0.0,8.5,2.5,19.0,4.0,20.0,5.0,17.0,47.0,49.0,,,,89.58333,A,29.0,35.0,,,,20,,85.78947,B,84.89583,B,89.67213000000001,73.84615,100,0.0
,68.0,8,9.0,4.5,16.0,5.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50.0,F,0.0,0.0,,,,8,,,,14.16666,F,14.098360000000001,0.0,40,0.0
,356.75,10,10.0,5.0,19.5,0.0,18.0,5.0,17.0,5.0,19.0,5.0,18.75,0.0,0.0,2.5,19.5,0.0,0.0,0.0,0.0,4.5,19.0,37.0,40.0,5.0,,,90.41666,B,27.0,50.0,,,,20,,74.10526,C,74.32291,C,76.96721,59.23076,100,0.0
,370.5,9,9.0,5.0,20.0,5.0,19.0,5.0,19.5,4.5,20.0,4.0,18.0,3.5,19.0,0.0,0.0,4.0,19.0,5.0,20.0,5.0,20.0,36.0,46.0,5.0,,Complete,96.66666,A,30.0,0.0,,,,20,,76.94736,C,77.1875,C,80.4918,63.076919999999994,100,0.0
,383.0,10,10.0,3.0,17.0,5.0,19.5,4.0,19.0,5.0,20.0,5.0,18.0,5.0,20.0,0.0,0.0,5.0,19.5,0.0,0.0,0.0,0.0,54.0,50.0,,,,93.75,A,29.0,48.0,,,,17,,80.63157,B,79.79166,C,79.34425999999999,80.0,85,0.0
,441.0,10,,5.0,16.0,5.0,20.0,5.0,19.5,5.0,20.0,5.0,20.0,4.5,20.0,5.0,19.0,5.0,20.0,4.0,20.0,5.0,20.0,38.0,50.0,,,Complete,87.91666,B,30.0,50.0,,,,20,,92.73684,A,91.875,A,105.90163000000001,67.6923,100,0.0
,391.0,8,10.0,5.0,20.0,3.0,15.0,3.0,15.5,5.0,19.0,5.0,17.75,3.0,15.75,3.5,17.0,4.0,19.0,2.0,20.0,4.5,18.0,37.0,38.0,,,Complete,86.25,B,26.0,44.0,,,,13,,82.31578,B,81.45833,B,93.44261999999999,57.6923,65,0.0
,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,20.83333,F,0.0,0.0,,,,9,,,,7.08333,F,8.19672,0.0,45,0.0
,386.0,9,10.0,5.0,20.0,5.0,19.0,5.0,18.0,5.0,19.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,17.0,2.0,20.0,5.0,19.0,44.0,44.0,,,,95.83333,A,29.0,42.0,,,,20,,,B,80.41666,B,84.91803,67.6923,100,0.0
,439.0,8,10.0,3.0,19.0,5.0,18.0,5.0,19.0,5.0,20.0,5.0,19.0,5.0,17.0,5.0,17.0,5.0,19.0,5.0,20.0,4.5,19.0,40.0,49.0,5.0,,,93.33333,A,24.5,48.0,,,,20,,,A,91.45833,A,100.65573,68.46153000000001,100,0.0
,472.0,10,9.0,5.0,18.0,4.5,18.0,5.0,18.5,5.0,20.0,5.0,20.0,4.5,19.0,5.0,20.0,5.0,20.0,5.0,20.0,4.0,20.0,55.0,57.0,,,Complete,94.16666,A,30.0,49.5,,,,20,0.0,99.36842,A,98.33333,A,105.2459,86.15384,100,0.0
,379.5,9,8.0,4.0,20.0,3.0,16.0,5.0,19.0,4.0,15.0,5.0,20.0,0.0,0.0,4.0,15.5,1.0,19.0,3.5,20.0,4.5,18.0,28.0,38.0,,,Complete,85.83333,B,30.0,50.0,,,,20,0.0,79.89473000000001,B,79.0625,C,90.65573,50.76923,100,0.0
,470.75,10,10.0,5.0,20.0,3.0,20.0,5.0,19.0,5.0,20.0,5.0,18.0,4.5,18.0,5.0,19.5,4.75,20.0,5.0,20.0,5.0,20.0,53.0,58.0,,,Complete,97.5,A,28.0,50.0,,,,20,,99.10526,A,98.07291,A,104.83606,85.38461,100,0.0
,432.5,8,10.0,4.0,20.0,4.0,19.0,5.0,19.0,4.0,18.5,4.0,18.0,4.0,20.0,4.0,19.5,3.5,19.5,3.5,20.0,3.0,18.0,42.0,46.0,5.0,,Complete,92.91666,B,27.0,46.0,,,,18,,91.05263000000001,A,90.10416,A,99.50819,67.6923,90,0.0
,465.5,8,10.0,4.0,20.0,5.0,20.0,4.0,18.0,5.0,20.0,5.0,18.0,5.0,19.5,4.0,19.0,5.0,20.0,3.5,20.0,4.0,18.5,49.0,56.0,5.0,,Complete,95.0,A,30.0,50.0,,,,20,,98.0,A,96.97916,A,104.09836,80.76923000000001,100,0.0
,446.75,10,8.0,4.0,19.0,5.0,20.0,5.0,19.0,5.0,19.0,5.0,18.25,4.5,18.5,4.5,19.0,5.0,20.0,5.0,20.0,5.0,19.0,45.0,34.0,5.0,,Complete,95.0,A,30.0,50.0,,,,20,5.0,93.05263000000001,A,93.07291,A,104.83606,60.76923000000001,100,5.0
,474.0,9,10.0,4.5,19.0,5.0,20.0,5.0,19.5,5.0,20.0,4.5,19.5,5.0,19.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,50.0,60.0,,,Complete,97.5,A,30.0,49.0,,,,20,,99.78947,A,98.75,A,106.55736999999999,84.61538,100,0.0
,476.0,10,10.0,5.0,17.0,4.0,20.0,5.0,19.5,4.5,20.0,5.0,20.0,5.0,20.0,5.0,19.5,5.0,19.5,5.0,20.0,5.0,20.0,54.0,58.0,,,Complete,95.83333,A,30.0,50.0,,,,20,,100.21051999999999,A,99.16666,A,106.2295,86.15384,100,0.0
,432.0,10,10.0,4.5,18.0,1.0,19.0,2.0,19.0,5.0,20.0,3.0,20.0,5.0,19.0,5.0,20.0,3.5,20.0,4.0,20.0,3.0,20.0,43.0,46.0,,,Complete,90.41666,B,29.0,48.0,,,,14,1.0,90.94736,A,90.0,A,100.9836,68.46153000000001,70,1.0
,427.5,10,9.0,4.5,18.0,2.5,17.5,5.0,18.0,5.0,20.0,4.0,20.0,4.0,19.0,5.0,19.0,5.0,20.0,4.0,20.0,5.0,20.0,39.0,37.0,,,Complete,91.25,A,27.0,50.0,,,,20,,90.0,A,89.0625,B,102.45900999999999,58.46153,100,0.0
,457.0,9,9.0,5.0,20.0,3.0,20.0,5.0,19.5,5.0,20.0,5.0,17.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,46.0,50.0,0.0,,Complete,96.25,A,29.5,49.0,,,,20,,,A,95.20833,A,105.90163000000001,73.84615,100,0.0
,125.0,10,8.0,0.0,0.0,3.0,20.0,5.0,19.0,0.0,0.0,5.0,19.0,0.0,0.0,,,,,,,,,,,,,Complete,54.16666,F,30.0,,,,,6,,,,26.04166,F,33.11475,0.0,30,0.0
,448.5,10,8.0,4.5,20.0,4.0,16.0,5.0,20.0,5.0,20.0,4.5,20.0,5.0,20.0,5.0,20.0,1.0,20.0,4.0,20.0,5.0,20.0,37.0,55.0,,,,93.75,A,30.0,49.5,,,,20,,94.42105,A,93.4375,A,104.42622,70.76923000000001,100,0.0
,428.0,9,10.0,5.0,20.0,5.0,20.0,5.0,18.0,5.0,20.0,5.0,19.0,4.5,19.0,5.0,18.0,5.0,20.0,4.0,20.0,0.0,0.0,42.0,52.0,5.0,,,97.5,A,26.5,50.0,,,,16,,,A,89.16666,B,96.39344,72.30769000000001,80,0.0
,463.5,8,10.0,5.0,19.0,5.0,18.0,4.0,18.5,5.0,20.0,4.0,20.0,0.0,18.0,5.0,19.5,5.0,19.5,5.0,20.0,5.0,19.0,55.0,56.0,,,Complete,93.75,A,30.0,50.0,,,,20,,,A,96.5625,A,103.11475,85.38461,100,0.0
,411.5,10,9.0,5.0,20.0,3.0,18.0,5.0,17.5,3.5,20.0,0.0,0.0,4.5,20.0,5.0,17.5,5.0,20.0,5.0,18.5,3.0,20.0,50.0,39.0,5.0,,,92.5,A,30.0,40.0,,,,18,,85.57894,B,85.72916,B,91.96721,68.46153000000001,90,0.0
,425.5,9,8.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,17.0,0.0,0.0,5.0,19.5,2.0,18.0,2.0,20.0,4.0,20.0,49.0,54.0,,,Complete,97.5,A,25.0,50.0,,,,18,,89.36842,B,88.64583,B,94.26229000000001,79.23076,90,0.0
,441.0,10,10.0,5.0,20.0,3.0,20.0,5.0,17.0,5.0,19.5,5.0,20.0,4.5,20.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,38.0,45.0,,,Complete,95.41666,A,30.0,49.0,,,,16,,,A,91.875,A,105.57377,63.84615,80,0.0
,447.5,10,9.0,5.0,20.0,3.0,19.0,3.5,19.0,4.5,20.0,4.0,18.0,5.0,19.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,45.0,49.0,,,Complete,94.16666,A,30.0,50.0,,,,16,,94.21051999999999,A,93.22916,A,104.42622,72.30769000000001,80,0.0
,488.5,10,10.0,5.0,20.0,5.0,20.0,5.0,18.5,5.0,20.0,5.0,19.0,5.0,19.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,58.0,63.0,0.0,,Complete,98.75,A,30.0,50.0,,,,20,1.0,,A,101.77083,A,107.04918,93.07692,100,1.0
,412.0,9,10.0,4.5,20.0,4.0,15.0,5.0,17.5,5.0,19.0,5.0,19.0,4.0,19.0,4.0,18.0,4.0,18.0,5.0,20.0,0.0,0.0,43.0,48.0,5.0,,Complete,90.83333,A,24.0,47.0,,,,20,0.0,,B,85.83333,B,90.81967,70.0,100,0.0
,426.0,10,10.0,2.5,20.0,5.0,19.0,5.0,20.0,5.0,20.0,5.0,18.0,4.5,20.0,5.0,19.0,5.0,0.0,5.0,20.0,5.0,20.0,48.0,52.0,,,,97.08333,A,27.0,39.0,,,,17,,,A,88.75,B,94.75409,76.92307,85,0.0
,444.0,10,9.0,4.5,17.0,5.0,20.0,4.0,19.0,5.0,20.0,5.0,19.5,4.5,19.0,5.0,18.0,5.0,20.0,4.0,20.0,4.5,19.0,38.0,49.0,0.0,,Complete,94.58333,A,30.0,50.0,,,,20,,,A,92.5,A,104.26229000000001,66.92307,100,0.0
,463.0,10,9.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,3.0,20.0,5.0,20.0,52.0,48.0,,,Complete,99.16666,A,27.0,50.0,,,,20,,,A,96.45833,A,106.2295,76.92307,100,0.0
,448.5,10,10.0,2.5,20.5,1.0,17.0,5.0,19.0,5.0,20.0,4.0,16.0,4.0,19.5,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,40.0,47.0,5.0,,Complete,91.66666,A,28.5,50.0,,,,20,5.0,,A,93.4375,A,102.13114,66.92307,100,5.0
,449.0,9,10.0,4.5,18.0,5.0,19.5,5.0,18.5,5.0,20.0,5.0,15.0,4.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,45.0,47.0,0.0,,Complete,95.41666,A,29.0,50.0,,,,20,0.0,,A,93.54166,A,104.26229000000001,70.76923000000001,100,0.0
,434.0,9,10.0,5.0,20.0,5.0,18.5,5.0,19.5,5.0,20.0,5.0,18.5,5.0,18.5,5.0,19.0,5.0,20.0,5.0,20.0,5.0,19.0,38.0,45.0,,,Complete,97.5,A,24.0,50.0,,,,15,,91.36842,A,90.41666,A,103.93441999999999,63.84615,75,0.0
,442.5,9,10.0,4.5,20.0,5.0,19.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,18.0,4.0,20.0,5.0,20.0,4.5,20.0,50.0,56.0,0.0,,,96.66666,A,29.0,25.0,,,,20,,,A,92.1875,A,97.54098,81.53846,100,0.0
,432.0,9,8.0,5.0,20.0,2.0,15.0,5.0,19.0,5.0,20.0,4.0,20.0,4.5,20.0,5.0,20.0,4.0,20.0,5.0,20.0,4.5,20.0,39.0,44.0,5.0,,Complete,90.0,B,22.0,47.0,,,,20,,89.89473000000001,A,90.0,A,100.65573,63.84615,100,0.0
,287.5,9,9.0,4.5,18.0,0.0,18.0,5.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,4.0,20.0,3.5,20.0,35.0,39.0,0.0,,,66.66666,D,0.0,45.0,,,,17,,,D,59.895830000000004,F,58.52459,56.923069999999996,85,0.0
,450.5,8,9.0,5.0,20.0,5.0,19.0,5.0,19.0,5.0,19.5,4.0,17.5,4.5,20.0,4.0,19.0,5.0,19.5,5.0,20.0,5.0,18.5,49.0,48.0,,,In Progress,95.41666,A,29.0,48.0,,,,20,,94.8421,A,93.85416,A,103.77049,74.61538,100,0.0
,399.5,10,10.0,5.0,20.0,3.0,20.0,5.0,19.5,5.0,20.0,5.0,19.0,5.0,20.0,5.0,18.5,1.5,20.0,4.0,20.0,0.0,0.0,48.0,48.0,,,,97.91666,A,30.0,28.0,,,,10,,,B,83.22916,B,89.67213000000001,73.84615,50,0.0
,382.5,8,10.0,5.0,20.0,5.0,19.5,5.0,18.0,5.0,19.5,5.0,18.0,5.0,20.0,0.0,0.0,5.0,18.5,0.0,0.0,0.0,0.0,54.0,56.0,,,Complete,95.83333,A,30.0,48.0,,,,8,0.0,80.52631,B,79.6875,C,80.81967,84.61538,40,0.0
,435.25,10,10.0,5.0,18.5,4.0,19.0,5.0,19.0,0.0,19.5,5.0,19.5,5.0,17.25,3.5,19.0,5.0,19.0,4.5,19.0,4.0,19.0,44.0,44.0,,,,91.66666,A,29.5,48.0,,,,20,,91.63157,A,90.67708,A,100.7377,67.6923,100,0.0
,428.25,8,10.0,5.0,19.0,5.0,19.0,5.0,18.25,4.0,18.5,5.0,19.0,0.0,18.0,2.25,18.25,5.0,20.0,4.0,20.0,5.0,18.0,34.0,48.0,,,Complete,93.125,A,30.0,50.0,,,,20,,90.15789000000001,A,89.21875,B,101.06557,63.076919999999994,100,0.0
,445.0,9,10.0,3.5,20.0,5.0,19.0,5.0,17.5,4.5,20.0,4.0,19.5,4.5,17.5,4.0,19.0,5.0,19.5,4.5,20.0,4.5,18.0,46.0,53.0,,,Complete,94.58333,A,24.5,48.0,,,,20,,93.68421,A,92.70833,A,100.65573,76.15384,100,0.0
,455.0,9,10.0,5.0,18.5,5.0,19.0,4.0,16.0,5.0,20.0,5.0,20.0,4.5,18.0,5.0,19.0,2.0,20.0,4.0,20.0,5.0,20.0,51.0,50.0,,,,92.91666,A,30.0,50.0,,,,20,0.0,,A,94.79166,A,103.27868000000001,77.6923,100,0.0
,447.0,7,9.0,5.0,20.0,5.0,20.0,4.0,19.0,5.0,17.5,5.0,18.0,3.5,19.0,4.0,19.0,4.0,19.0,4.0,20.0,5.0,20.0,47.0,47.0,,,Complete,92.91666,A,30.0,50.0,,,,20,1.0,,A,93.125,A,103.60655,72.30769000000001,100,1.0
,461.5,8,10.0,5.0,20.0,3.0,20.0,5.0,17.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,19.0,0.0,19.0,5.0,20.0,4.0,20.0,50.0,54.0,5.0,,Complete,94.16666,A,29.0,49.0,,,,20,0.5,97.15789000000001,A,96.14583,A,102.95081,80.0,100,0.5
,358.5,,,4.5,20.0,4.0,17.0,5.0,18.0,3.0,20.0,4.0,20.0,4.5,19.0,,9.0,,9.5,4.0,20.0,4.5,20.0,37.0,39.0,5.0,,Complete,76.25,C,23.0,38.5,,,,10,,74.42105,C,74.6875,C,87.70491,58.46153,50,0.0
,453.5,9,8.0,4.5,19.0,5.0,18.0,5.0,19.0,4.5,15.0,4.0,18.0,4.5,20.0,5.0,18.5,5.0,19.5,3.5,20.0,5.0,20.0,56.0,53.0,,,Complete,89.16666,B,26.5,50.0,,,,18,,95.47368,A,94.47916,A,101.4754,83.84615,90,0.0
