Weighted Total [Total Pts: up to 0 Percentage] |1576204,Total [Total Pts: up to 480 Score] |1576203,Academic Integrity Quiz [Total Pts: 10 Score] |1626325,Syllabus Quiz [Total Pts: 10 Score] |1626326,Pre-Lab 1 [Total Pts: 5 Score] |1626327,Lab 1 [Total Pts: 20 Score] |1626328,Pre-Lab 2 [Total Pts: 5 Score] |1626329,Lab 2 [Total Pts: 20 Score] |1626330,Pre-Lab 3 [Total Pts: 5 Score] |1626331,Lab 3 [Total Pts: 20 Score] |1626332,Pre-Lab 4 [Total Pts: 5 Score] |1626333,Lab 4 [Total Pts: 20 Score] |1626334,Pre-Lab 5 [Total Pts: 5 Score] |1626335,Lab 5 [Total Pts: 20 Score] |1626336,Pre-Lab 6 [Total Pts: 5 Score] |1626337,Lab 6 [Total Pts: 20 Score] |1626338,Pre-Lab 7 [Total Pts: 5 Score] |1626339,Lab 7 [Total Pts: 20 Score] |1626340,Pre-Lab 8 [Total Pts: 5 Score] |1626341,Lab 8 [Total Pts: 20 Score] |1626342,Pre-Lab 9 [Total Pts: 5 Score] |1626343,Lab 9 [Total Pts: 20 Score] |1626344,Pre-Lab 10 [Total Pts: 0 Score] |1626345,Lab 10 [Total Pts: 0 Score] |1626346,Exam 1 [Total Pts: 65 Score] |1626368,Exam 2 [Total Pts: 65 Score] |1626374,Documentary Review Extra Credit [Total Pts: 0 Score] |1626362,Misc. Extra Credit [Total Pts: 0 Score] |1626371,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1626363,Midterm Grade Percentage Column [Total Pts: up to 120 Percentage] |1626364,Midterm Letter Grade [Total Pts: 0 Text] |1626365,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1626369,Field Museum Scavenger Hunt [Total Pts: 50 Score] |1626370,Date Last Attendance [Total Pts: 0 Text] |1626376,Documentary Lab Questions [Total Pts: 25 Score] |1626367,Food Allergies Survey [Total Pts: 0 Complete/Incomplete] |1626324,Sli.do total [Total Pts: 0 Text] |1691825,Inquizitive extra credit [Total Pts: 0 Text] |1695424,Incomplete: Final Total Points [Total Pts: 475 Percentage] |1626372,Incomplete: Final Letter Grade [Total Pts: 100 Text] |1626373,Final Grade Percentage [Total Pts: up to 480 Percentage] |2289825,Final Grade Letter [Total Pts: up to 480 Letter] |2289813,Total Assignment Percentage [Total Pts: up to 305 Percentage] |2291828,Total Exam Percentage [Total Pts: up to 130 Percentage] |2291829,Total Attendance Percentage [Total Pts: 0 Score] |2291839,Total Extra Credit [Total Pts: 0 Score] |2291840
,464.75,10,10.0,5.0,20.0,4.0,19.5,4.0,20.0,5.0,19.0,5.0,20.0,5.0,19.25,4.0,18.5,0.0,19.0,5.0,20.0,4.5,18.0,54.0,61.0,,,Complete,97.08333,A,30.0,50.0,,,,15,0.0,97.89473000000001,A,96.82291,A,103.19672,88.46153000000001,75,0.0
,398.25,8,9.0,5.0,19.0,5.0,18.5,5.0,14.0,4.5,20.0,4.5,17.0,4.0,20.0,0.0,0.0,4.75,19.5,4.0,19.5,5.0,20.0,42.0,40.0,,,Complete,90.0,A,20.0,50.0,,,,20,,83.8421,B,82.96875,B,91.55736999999999,63.076919999999994,100,0.0
,396.5,9,10.0,3.5,19.0,0.0,13.5,5.0,19.5,5.0,14.5,4.0,18.0,5.0,19.0,4.5,19.0,1.0,18.0,5.0,20.0,5.0,20.0,32.0,40.0,,,Complete,82.5,B,27.0,40.0,,,,20,0.0,83.47368,B,82.60416,B,93.60655,55.384609999999995,100,0.0
,467.5,10,10.0,5.0,20.0,3.0,19.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,19.0,4.5,20.0,5.0,20.0,5.0,20.0,53.0,54.0,,,Complete,97.5,A,27.0,49.0,,,,20,,,A,97.39583,A,105.08196000000001,82.30769000000001,100,0.0
,419.0,9,10.0,4.5,19.0,4.5,18.0,5.0,20.0,5.0,20.0,3.0,20.0,4.5,19.0,5.0,20.0,2.5,18.5,5.0,20.0,5.0,20.0,35.0,41.0,,,Complete,95.83333,A,24.0,48.5,,,,13,,88.21051999999999,B,87.29166,B,101.96721,58.46153,65,0.0
,455.0,10,9.0,5.0,15.0,5.0,20.0,5.0,20.0,4.0,20.0,4.0,19.5,5.0,20.0,4.0,20.0,4.0,20.0,4.0,20.0,2.5,19.0,54.0,51.0,0.0,,,94.16666,B,30.0,49.0,,,,16,,,A,94.79166,A,103.27868000000001,80.76923000000001,80,0.0
,422.0,10,10.0,5.0,20.0,5.0,19.0,5.0,18.0,5.0,20.0,4.0,20.0,,,5.0,20.0,5.0,20.0,5.0,20.0,4.5,20.0,48.0,48.0,,,Complete,97.5,A,30.0,44.5,,,,11,,88.8421,B,87.91666,B,96.72131,73.84615,55,0.0
,444.75,8,10.0,5.0,20.0,4.0,18.5,5.0,16.25,5.0,18.5,5.0,19.5,4.5,17.5,5.0,20.0,4.0,19.0,5.0,20.0,4.0,20.0,46.0,45.0,,,Complete,91.875,A,30.0,50.0,,,,20,,93.68421,A,92.65625,A,103.52459,70.0,100,0.0
,440.0,8,9.0,4.5,18.0,3.0,18.0,5.0,15.0,4.5,20.0,5.0,20.0,4.0,19.0,5.0,20.0,3.0,20.0,4.0,20.0,4.5,20.0,47.0,49.0,,,Complete,87.5,B,30.0,48.5,,,,16,,92.63157,A,91.66666,A,101.96721,73.84615,80,0.0
,413.0,9,9.0,5.0,17.0,5.0,20.0,0.0,18.5,3.5,20.0,5.0,19.0,5.0,20.0,5.0,19.0,5.0,20.0,4.5,19.5,0.0,0.0,47.0,45.0,,,,89.16666,C,30.0,46.0,,,,16,,86.94736,B,86.04166,B,94.09836,70.76923000000001,80,0.0
,475.5,10,9.0,5.0,18.5,3.0,19.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,55.0,60.0,,,Complete,94.16666,A,30.0,50.0,,,,18,,,A,99.0625,A,106.06557,88.46153000000001,90,0.0
,400.5,10,10.0,4.5,15.0,5.0,19.0,5.0,20.0,5.0,18.0,4.0,16.5,2.5,18.0,4.0,20.0,5.0,20.0,0.0,0.0,4.5,20.0,37.0,40.0,0.0,,In Progress,92.91666,A,28.5,50.0,,,,19,,,B,83.4375,B,93.27868000000001,59.23076,95,0.0
,452.0,9,10.0,3.0,18.0,3.0,16.5,5.0,16.5,5.0,20.0,5.0,20.0,4.0,18.0,5.0,18.0,5.0,18.5,5.0,20.0,5.0,19.0,44.0,57.0,5.0,,Complete,88.33333,B,28.0,44.5,,,,20,5.0,,A,94.16666,A,99.01639,77.6923,100,5.0
,485.5,9,10.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,58.0,60.0,,,Complete,98.33333,A,29.5,50.0,,,,20,,102.21051999999999,A,101.14583,A,107.70491000000001,90.76923000000001,100,0.0
,388.0,10,10.0,3.0,17.0,5.0,18.0,5.0,16.5,5.0,20.0,0.0,0.0,4.0,15.0,2.5,18.0,4.0,18.5,5.0,20.0,4.5,18.0,43.0,40.0,,,Complete,91.25,A,26.0,44.0,,,,16,,81.68421,B,80.83333,B,88.19672,63.84615,80,0.0
,217.0,9,10.0,3.5,18.0,5.0,20.0,0.0,0.0,5.0,15.0,5.0,20.0,4.5,19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,,Complete,71.25,D,29.0,0.0,,,,10,0.0,,,45.20833,F,50.4918,26.15384,50,0.0
,465.0,9,10.0,5.0,20.0,4.0,18.0,5.0,17.5,5.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,20.0,4.0,20.0,4.0,20.0,54.0,51.0,,,,94.58333,A,30.0,49.5,,,,20,,97.89473000000001,A,96.875,A,105.2459,80.76923000000001,100,0.0
,416.75,8,10.0,5.0,19.5,4.0,20.0,5.0,19.75,5.0,15.0,5.0,19.5,4.0,17.0,4.0,18.0,5.0,20.0,3.0,20.0,4.5,20.0,39.0,35.0,,,Complete,92.70833,A,29.5,46.0,,,,16,,87.78947,B,86.82291,B,101.2295,56.923069999999996,80,0.0
,474.0,10,9.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,59.0,54.0,,,Complete,98.33333,A,30.0,50.0,,,,13,,,A,98.75,A,107.86885,86.92307,65,0.0
,424.5,8,10.0,4.5,20.0,3.0,19.0,5.0,19.0,5.0,19.5,3.0,19.0,5.0,20.0,5.0,18.5,4.0,20.0,4.0,20.0,5.0,20.0,40.0,45.0,,,Complete,94.16666,B,27.0,49.0,,,,7,,,A,88.4375,B,103.11475,65.38461,35,0.0
,440.0,10,10.0,4.0,19.0,3.0,14.5,5.0,20.0,5.0,19.0,3.0,19.0,4.0,16.0,2.5,15.0,2.0,18.0,3.0,20.0,5.0,19.0,52.0,54.0,5.0,,,91.25,A,27.0,46.0,A,,,20,,,A,91.66666,A,94.75409,81.53846,100,0.0
,456.0,8,10.0,5.0,20.0,3.0,18.0,5.0,19.0,0.0,10.0,5.0,18.0,4.5,20.0,4.0,18.5,5.0,19.0,5.0,20.0,5.0,20.0,51.0,55.0,5.0,,Complete,81.66666,B,30.0,50.0,,,,19,4.0,,A,95.0,A,99.67213000000001,81.53846,95,4.0
,306.75,9,10.0,0.0,0.0,3.0,16.0,5.0,18.5,4.5,20.0,0.0,14.0,2.0,17.0,0.0,0.0,2.0,19.0,2.5,20.0,0.0,0.0,28.0,37.0,,,,71.66666,D,24.75,48.5,,,,6,,64.57894,D,63.90625,D,71.06557,50.0,30,0.0
,360.0,0,0.0,0.0,5.0,4.0,18.0,5.0,18.0,5.0,19.0,4.0,17.5,4.5,19.5,3.5,19.0,4.0,19.0,2.0,20.0,4.5,18.5,29.0,39.0,,,,61.66666,D,24.0,41.0,,,,17,,75.78947,C,75.0,C,90.16393000000001,52.30769,85,0.0
,461.25,9,10.0,4.5,20.0,3.0,20.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.0,4.5,19.5,3.0,20.0,5.0,20.0,45.0,52.0,5.0,,Complete,95.83333,A,29.25,49.0,,,,20,,97.10526,A,96.09375,A,105.0,74.61538,100,0.0
,379.5,10,10.0,5.0,15.0,5.0,18.0,4.0,18.5,5.0,17.0,5.0,18.5,4.5,20.0,4.0,17.5,1.5,18.5,5.0,20.0,0.0,0.0,29.0,39.0,0.0,,,89.58333,B,29.5,40.0,,,,20,,,B,79.0625,C,89.01639,52.30769,100,0.0
,387.75,10,10.0,2.5,18.0,3.0,15.0,5.0,15.0,3.75,20.0,5.0,19.0,4.5,16.5,5.0,18.0,2.5,19.5,0.0,0.0,5.0,17.0,36.0,40.0,5.0,,Complete,85.20833,B,29.5,43.0,,,,20,,81.63157,B,80.78125,B,87.45900999999999,58.46153,100,0.0
,430.0,,,5.0,20.0,3.5,20.0,5.0,17.5,4.5,20.0,4.0,20.0,5.0,19.0,5.0,20.0,4.0,19.0,4.0,20.0,4.0,20.0,48.0,46.0,,,,79.58333,B,27.0,49.5,,,,20,,90.52631,A,89.58333,B,103.60655,72.30769000000001,100,0.0
,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,F,,,,,,6,,,,1.25,F,0.0,0.0,30,0.0
,389.5,9,10.0,5.0,20.0,4.0,17.5,5.0,19.5,5.0,18.0,3.0,20.0,5.0,19.0,5.0,20.0,,10.0,4.0,20.0,,,47.0,47.0,,,,94.16666,B,26.0,44.5,,,,6,,82.0,B,81.14583,B,88.68852,72.30769000000001,30,0.0
,382.0,10,9.0,5.0,20.0,5.0,18.0,5.0,17.5,4.0,18.5,5.0,17.0,2.0,20.0,0.0,0.0,0.0,8.0,3.0,10.0,4.5,20.0,44.0,52.0,,,,93.33333,A,19.5,45.0,,,,20,,,B,79.58333,C,80.9836,73.84615,100,0.0
,437.0,10,10.0,5.0,20.0,3.0,13.0,5.0,19.0,5.0,20.0,5.0,19.0,5.0,19.5,5.0,18.5,5.0,19.0,5.0,20.0,5.0,20.0,40.0,36.0,5.0,,Complete,91.66666,A,30.0,50.0,,,,20,0.0,,A,91.04166,A,103.60655,58.46153,100,0.0
,448.0,9,10.0,5.0,20.0,3.0,18.0,5.0,19.0,4.5,20.0,5.0,19.0,4.5,19.0,4.0,18.0,4.5,19.5,4.0,20.0,5.0,20.0,35.0,57.0,,,Complete,94.58333,A,30.0,50.0,,,,20,,94.31578,A,93.33333,A,103.93441999999999,70.76923000000001,100,0.0
,419.0,9,8.0,4.5,20.0,5.0,19.5,4.0,19.0,5.0,20.0,4.0,18.0,0.0,0.0,0.0,0.0,5.0,19.0,4.0,20.0,5.0,20.0,58.0,53.0,5.0,,,95.0,A,25.0,49.0,,,,20,0.0,88.21051999999999,B,87.29166,B,87.21311,85.38461,100,0.0
,434.5,9,10.0,5.0,18.5,5.0,20.0,5.0,16.0,5.0,20.0,4.0,20.0,4.5,18.0,5.0,19.0,5.0,20.0,5.0,20.0,0.0,0.0,50.0,53.0,,,,94.58333,C,29.5,50.0,,,,18,,,A,90.52083,A,96.55736999999999,79.23076,90,0.0
,358.0,8,10.0,4.5,20.0,5.0,20.0,5.0,20.0,4.0,14.0,5.0,19.0,5.0,19.0,0.0,0.0,3.0,17.0,4.0,20.0,0.0,0.0,30.0,46.0,,,,92.08333,A,14.5,45.0,,,,20,,,C,74.58333,C,80.0,58.46153,100,0.0
,454.5,9,10.0,4.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,17.0,5.0,19.5,4.0,19.5,5.0,19.0,5.0,20.0,5.0,20.0,49.0,52.0,0.0,,Complete,97.5,A,26.5,50.0,,,,16,,,A,94.6875,A,104.42622,77.6923,80,0.0
,448.0,10,10.0,4.5,20.0,5.0,20.0,5.0,19.5,5.0,20.0,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.0,49.0,41.0,5.0,,Complete,99.16666,A,23.5,50.0,,,,12,,,A,93.33333,A,105.2459,69.23076,60,0.0
,434.25,8,9.0,4.5,19.0,3.0,20.0,5.0,19.0,5.0,20.0,4.0,16.0,5.0,17.0,4.5,19.5,4.0,20.0,4.0,20.0,5.0,20.0,42.0,45.0,,,,93.75,A,29.75,48.0,,,,18,,91.42105,A,90.46875,A,102.37704000000001,66.92307,90,0.0
,457.0,10,10.0,5.0,20.0,5.0,19.0,5.0,18.5,4.5,20.0,5.0,18.5,5.0,20.0,5.0,19.0,5.0,19.5,5.0,20.0,5.0,20.0,49.0,52.0,,,Complete,97.5,A,25.0,47.0,,,,20,,96.21051999999999,A,95.20833,A,103.60655,77.6923,100,0.0
,25.0,9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.833329999999998,F,,,,,,6,0.0,5.26315,F,5.20833,F,0.0,0.0,30,0.0
,415.5,10,10.0,3.0,20.0,0.0,0.0,5.0,19.5,4.5,20.0,4.0,18.5,5.0,18.5,5.0,19.5,5.0,19.5,5.0,20.0,4.0,20.0,57.0,57.0,,,Complete,76.66666,C,14.0,45.0,,,,6,0.5,87.47368,B,86.5625,B,90.16393000000001,87.6923,30,0.5
,442.0,10,10.0,5.0,17.0,3.0,20.0,5.0,18.5,4.0,19.5,5.0,19.0,4.5,19.0,5.0,19.5,3.5,19.5,5.0,20.0,4.5,19.0,44.0,46.0,,,Complete,93.33333,A,26.5,50.0,,,,20,0.0,93.05263000000001,A,92.08333,A,102.29508,69.23076,100,0.0
,462.5,9,9.0,5.0,20.0,5.0,20.0,5.0,18.0,5.0,20.0,4.0,20.0,5.0,19.0,3.5,18.5,4.75,19.5,4.0,20.0,5.0,20.0,51.0,55.0,5.0,,Complete,96.66666,A,29.75,42.5,,,,20,0.0,97.36842,A,96.35416,A,102.78688000000001,81.53846,100,0.0
,437.5,9,9.0,5.0,17.0,5.0,19.5,5.0,17.5,5.0,20.0,3.0,18.5,3.5,19.5,4.5,18.0,4.5,19.5,4.5,20.0,4.5,19.5,49.0,42.0,,,Complete,93.33333,A,25.0,50.0,,,,20,,92.10526,A,91.14583,A,101.14754,70.0,100,0.0
,465.5,10,8.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,4.0,20.0,4.0,20.0,5.0,20.0,48.0,50.0,,,Complete,97.08333,A,30.0,50.0,,,,20,3.0,,A,96.97916,A,107.04918,75.38461,100,3.0
,455.0,10,8.0,5.0,20.0,5.0,18.0,4.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,43.0,48.0,,,Complete,95.83333,A,30.0,49.5,,,,20,0.5,,A,94.79166,A,106.72131,70.0,100,0.5
,430.0,10,10.0,4.0,17.0,5.0,20.0,5.0,17.5,5.0,19.0,4.0,18.5,4.5,19.0,3.5,19.0,4.0,19.0,5.0,20.0,4.0,19.0,36.0,50.0,,,Complete,93.75,A,29.0,47.0,,,,16,,90.52631,A,89.58333,B,100.9836,66.15384,80,0.0
,436.5,7,10.0,5.0,20.0,5.0,20.0,5.0,16.5,5.0,20.0,5.0,18.0,4.5,20.0,5.0,19.0,5.0,19.5,4.0,20.0,5.0,20.0,37.0,38.0,5.0,,Complete,94.58333,A,30.0,48.0,,,,20,,91.89473000000001,A,90.9375,A,104.75409,57.6923,100,0.0
,446.0,10,10.0,5.0,20.0,5.0,19.0,5.0,15.5,5.0,20.0,4.0,20.0,4.0,20.0,5.0,18.0,4.0,20.0,4.5,20.0,5.0,20.0,47.0,45.0,,,,95.41666,A,30.0,45.0,,,,20,,,A,92.91666,A,102.95081,70.76923000000001,100,0.0
,423.0,0,0.0,4.0,17.0,4.0,19.0,5.0,18.0,5.0,18.0,3.5,18.5,4.5,18.5,4.5,19.0,5.0,19.0,3.5,20.0,4.0,19.0,44.0,52.0,5.0,,Complete,75.0,C,29.0,44.0,,,,20,,89.05263000000001,B,88.125,B,99.01639,73.84615,100,0.0
,454.0,9,9.0,5.0,20.0,5.0,19.0,5.0,18.5,5.0,19.5,5.0,18.0,5.0,20.0,5.0,19.5,4.5,20.0,5.0,20.0,0.0,0.0,58.0,62.0,,,Complete,95.83333,A,27.0,50.0,,,,20,,,A,94.58333,A,97.04918,92.30769000000001,100,0.0
,444.5,8,10.0,5.0,19.0,5.0,17.0,4.0,17.5,5.0,17.0,5.0,20.0,5.0,19.0,5.0,17.5,4.5,17.0,4.0,20.0,5.0,17.0,49.0,59.0,4.0,,Complete,89.58333,A,19.0,47.0,,,,20,,,A,92.60416,A,96.55736999999999,83.07692,100,0.0
,326.5,0,0.0,3.0,17.0,5.0,17.0,4.0,18.5,4.5,20.0,4.0,20.0,0.0,0.0,3.0,16.5,3.5,18.5,5.0,20.0,5.0,19.0,41.0,38.0,,,,74.16666,C,28.0,0.0,,,,16,,,D,68.02083,D,75.90163000000001,60.76923000000001,80,0.0
,130.0,0,0.0,3.5,20.0,4.0,20.0,2.5,19.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Complete,78.33333,C,25.0,0.0,,,,8,3.0,,,27.08333,F,39.01639,0.0,40,3.0
,420.0,10,9.0,5.0,19.0,5.0,20.0,5.0,17.5,5.0,19.0,5.0,19.0,4.5,19.5,4.0,18.0,2.5,20.0,4.0,20.0,5.0,19.0,37.0,34.0,5.0,,,95.41666,A,30.0,39.0,,,,20,,88.42105,B,87.5,B,100.0,54.61538,100,0.0
,387.5,8,10.0,5.0,20.0,5.0,17.0,4.5,18.0,4.5,20.0,5.0,19.0,5.0,18.5,4.0,18.0,0.0,0.0,5.0,20.0,5.0,20.0,23.0,28.0,5.0,,In Progress,93.33333,A,30.0,50.0,,,,20,,80.52631,B,80.72916,B,96.2295,39.23076,100,0.0
,271.0,8,9.0,4.0,17.0,1.0,19.0,2.5,16.5,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,18.5,0.0,0.0,0.0,0.0,38.0,32.0,0.0,,Complete,81.66666,C,25.0,45.0,,,,11,,,F,56.458330000000004,F,56.721309999999995,53.84615,55,0.0
,455.5,10,10.0,5.0,20.0,5.0,18.0,5.0,19.0,5.0,20.0,5.0,20.0,4.5,20.0,5.0,20.0,4.0,20.0,3.5,20.0,5.0,20.0,46.0,44.0,5.0,,Complete,97.5,A,30.0,46.5,,,,20,,,A,94.89583,A,105.08196000000001,69.23076,100,0.0
,464.0,10,10.0,5.0,17.0,5.0,19.0,4.0,18.5,5.0,15.0,5.0,20.0,4.0,20.0,3.5,19.5,4.5,19.0,5.0,20.0,5.0,19.0,54.0,60.0,,,,90.41666,A,28.0,49.0,,,,20,,97.68421,A,96.66666,A,101.63934,87.6923,100,0.0
,72.5,10,10.0,5.0,17.0,,,5.0,17.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,53.75,F,0.0,,,,,8,,,,15.10416,F,14.590160000000001,0.0,40,0.0
,388.5,9,10.0,4.5,20.0,5.0,18.0,5.0,14.5,5.0,20.0,5.0,17.0,0.0,0.0,3.0,19.0,5.0,19.5,4.0,20.0,5.0,20.0,35.0,43.0,,,,92.5,B,20.0,49.0,,,,13,,81.78947,B,80.9375,B,91.31147,60.0,65,0.0
,467.0,9,10.0,5.0,15.0,5.0,20.0,5.0,18.5,5.0,18.0,5.0,16.5,4.0,18.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,52.0,56.0,5.0,,Complete,92.08333,A,30.0,50.0,,,,20,,,A,97.29166,A,103.27868000000001,83.07692,100,0.0
,434.0,8,9.0,5.0,20.0,3.0,20.0,5.0,16.5,5.0,20.0,3.0,19.0,5.0,20.0,3.5,19.0,3.0,19.5,5.0,20.0,1.0,20.0,41.0,47.0,,,Complete,92.91666,A,26.5,50.0,,,,20,0.0,91.36842,A,90.41666,A,101.31147,67.6923,100,0.0
,383.75,10,10.0,4.5,18.0,3.0,18.0,5.0,17.5,0.0,0.0,4.0,18.0,0.0,0.0,5.0,18.5,4.75,19.0,3.0,20.0,5.0,20.0,41.0,41.0,,,,71.66666,C,30.0,48.5,,,,20,,80.78947,B,79.94791,C,85.81967,63.076919999999994,100,0.0
,388.5,10,9.0,5.0,20.0,3.0,18.0,2.0,17.5,5.0,19.0,4.0,20.0,4.5,20.0,0.0,7.5,0.0,10.0,2.5,20.0,3.0,20.0,39.0,45.0,5.0,,,90.41666,B,29.5,44.0,,,,6,,,B,80.9375,B,90.0,64.61538,30,0.0
,436.5,9,10.0,5.0,20.0,3.0,20.0,5.0,18.5,4.0,15.0,5.0,20.0,3.5,20.0,0.0,0.0,3.5,19.5,4.0,19.5,5.0,19.0,55.0,54.0,,,Complete,91.25,A,30.0,49.0,,,,20,,91.89473000000001,A,90.9375,A,94.59016,83.84615,100,0.0
,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,F,,,,,,6,,,,1.25,F,0.0,0.0,30,0.0
,434.0,8,10.0,4.5,15.0,5.0,18.0,5.0,15.0,4.0,20.0,5.0,20.0,4.5,20.0,5.0,20.0,3.5,20.0,3.5,20.0,4.0,20.0,38.0,52.0,5.0,,Complete,87.08333,B,27.0,42.0,,,,20,,90.31578,A,90.41666,A,98.68852,69.23076,100,0.0
,451.5,7,10.0,3.0,20.0,5.0,18.0,5.0,19.0,4.0,18.0,4.5,18.0,4.5,19.0,4.0,18.5,4.0,18.0,4.0,20.0,5.0,20.0,53.0,54.0,,,Complete,90.83333,A,29.5,46.5,,,,20,,95.05263000000001,A,94.0625,A,100.81967,82.30769000000001,100,0.0
,436.0,10,7.0,4.0,20.0,2.0,18.0,5.0,18.0,5.0,19.0,5.0,18.5,5.0,20.0,5.0,20.0,2.5,19.5,3.5,20.0,4.0,18.0,44.0,48.0,,,Complete,90.0,A,27.0,48.0,,,,20,,91.78947,A,90.83333,A,100.65573,70.76923000000001,100,0.0
,26.0,10,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.66666,F,,,,,,6,,,,5.41666,F,0.0,0.0,30,0.0
,389.25,10,10.0,5.0,20.0,5.0,17.0,5.0,16.5,4.75,17.0,5.0,17.5,3.0,19.0,5.0,17.0,3.0,19.5,0.0,0.0,5.0,16.5,41.0,40.0,,,Complete,91.875,A,20.0,47.5,,,,20,,81.94736,B,81.09375,B,87.95081,62.30769,100,0.0
,392.0,7,9.0,4.5,20.0,3.0,18.0,5.0,18.0,4.5,20.0,5.0,18.0,4.5,18.0,4.0,18.0,4.0,19.5,5.0,20.0,5.0,20.0,32.0,36.0,,,,90.83333,B,26.0,40.0,,,,8,,82.52631,B,81.66666,B,98.36065,52.30769,40,0.0
,454.0,9,10.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,2.0,19.0,3.5,20.0,5.0,20.0,37.0,51.0,5.0,,Complete,98.33333,A,30.0,49.5,,,,20,0.0,,A,94.58333,A,105.57377,67.6923,100,0.0
