Weighted Total [Total Pts: up to 0 Percentage] |1576204,Total [Total Pts: up to 480 Score] |1576203,Academic Integrity Quiz [Total Pts: 10 Score] |1626325,Syllabus Quiz [Total Pts: 10 Score] |1626326,Pre-Lab 1 [Total Pts: 5 Score] |1626327,Lab 1 [Total Pts: 20 Score] |1626328,Pre-Lab 2 [Total Pts: 5 Score] |1626329,Lab 2 [Total Pts: 20 Score] |1626330,Pre-Lab 3 [Total Pts: 5 Score] |1626331,Lab 3 [Total Pts: 20 Score] |1626332,Pre-Lab 4 [Total Pts: 5 Score] |1626333,Lab 4 [Total Pts: 20 Score] |1626334,Pre-Lab 5 [Total Pts: 5 Score] |1626335,Lab 5 [Total Pts: 20 Score] |1626336,Pre-Lab 6 [Total Pts: 5 Score] |1626337,Lab 6 [Total Pts: 20 Score] |1626338,Pre-Lab 7 [Total Pts: 5 Score] |1626339,Lab 7 [Total Pts: 20 Score] |1626340,Pre-Lab 8 [Total Pts: 5 Score] |1626341,Lab 8 [Total Pts: 20 Score] |1626342,Pre-Lab 9 [Total Pts: 5 Score] |1626343,Lab 9 [Total Pts: 20 Score] |1626344,Pre-Lab 10 [Total Pts: 0 Score] |1626345,Lab 10 [Total Pts: 0 Score] |1626346,Exam 1 [Total Pts: 65 Score] |1626368,Exam 2 [Total Pts: 65 Score] |1626374,Documentary Review Extra Credit [Total Pts: 0 Score] |1626362,Misc. Extra Credit [Total Pts: 0 Score] |1626371,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1626363,Midterm Grade Percentage Column [Total Pts: up to 120 Percentage] |1626364,Midterm Letter Grade [Total Pts: 0 Text] |1626365,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1626369,Field Museum Scavenger Hunt [Total Pts: 50 Score] |1626370,Date Last Attendance [Total Pts: 0 Text] |1626376,Documentary Lab Questions [Total Pts: 25 Score] |1626367,Food Allergies Survey [Total Pts: 0 Complete/Incomplete] |1626324,Sli.do total [Total Pts: 0 Text] |1691825,Inquizitive extra credit [Total Pts: 0 Text] |1695424,Incomplete: Final Total Points [Total Pts: 475 Percentage] |1626372,Incomplete: Final Letter Grade [Total Pts: 100 Text] |1626373,Final Grade Percentage [Total Pts: up to 480 Percentage] |2289825,Final Grade Letter [Total Pts: up to 480 Letter] |2289813,Total Assignment Percentage [Total Pts: up to 305 Percentage] |2291828,Total Exam Percentage [Total Pts: up to 130 Percentage] |2291829,Total Attendance Percentage [Total Pts: 0 Score] |2291839,Total Extra Credit [Total Pts: 0 Score] |2291840
,403.5,9,8.0,4.0,19.0,5.0,16.0,3.0,19.0,5.0,19.0,3.0,19.0,4.0,17.5,3.5,16.0,2.0,19.0,5.0,20.0,4.0,18.0,38.0,36.0,,,Complete,89.16666,B,27.5,44.0,,,,20,,,B,84.0625,B,95.90163000000001,56.923069999999996,100,0.0
,436.5,10,9.0,5.0,19.0,5.0,17.0,5.0,19.5,5.0,19.5,4.0,18.0,4.5,17.0,4.0,19.0,4.5,19.0,4.0,20.0,5.0,20.0,29.0,50.0,5.0,,Complete,95.0,A,29.5,50.0,,,,20,,91.89473000000001,A,90.9375,A,102.78688000000001,60.76923000000001,100,0.0
,440.5,8,7.0,4.5,15.0,3.0,19.0,3.0,17.0,5.0,18.0,4.0,17.0,5.0,17.0,4.0,18.5,5.0,20.0,5.0,20.0,3.5,20.0,45.0,53.0,5.0,,Complete,82.91666,B,30.0,49.0,,,,20,,,A,91.77083,A,99.18032,75.38461,100,0.0
,449.5,10,9.0,5.0,20.0,3.0,20.0,4.0,18.0,5.0,20.0,4.0,20.0,5.0,19.0,5.0,19.0,4.5,20.0,5.0,20.0,4.0,20.0,41.0,51.0,,,Complete,95.0,A,28.5,49.5,,,,20,,94.63157,A,93.64583,A,104.42622,70.76923000000001,100,0.0
,455.5,8,10.0,5.0,17.0,5.0,20.0,5.0,17.5,5.0,19.5,5.0,18.5,5.0,18.5,4.0,19.0,4.0,19.0,4.0,20.0,4.5,19.0,48.0,53.0,5.0,,Complete,93.33333,A,30.0,47.0,,,,20,,95.89473000000001,A,94.89583,A,102.13114,77.6923,100,0.0
,404.0,10,7.0,3.0,18.0,1.0,16.0,4.0,17.5,5.0,19.0,5.0,18.0,4.5,19.0,2.0,15.5,5.0,19.0,3.0,20.0,4.0,19.0,38.0,39.0,,,Complete,83.75,B,28.5,45.0,,,,19,,,B,84.16666,B,95.40983,59.23076,95,0.0
,477.5,9,10.0,5.0,16.0,5.0,20.0,5.0,18.5,5.0,19.0,5.0,19.5,5.0,19.0,5.0,19.0,5.0,20.0,5.0,20.0,5.0,19.0,58.0,62.0,,,Complete,93.75,A,29.5,49.0,,,,20,0.0,100.52631,A,99.47916,A,104.42622,92.30769000000001,100,0.0
,361.0,0,0.0,3.0,19.0,3.0,17.0,5.0,16.5,4.5,19.5,0.0,0.0,4.0,15.0,2.5,18.0,4.5,18.5,5.0,20.0,4.5,18.0,45.0,42.0,,,,72.91666,C,26.0,34.5,,,,16,,,C,75.20833,C,84.59016,66.92307,80,0.0
,430.75,10,10.0,5.0,20.0,5.0,20.0,0.0,0.0,5.0,18.5,5.0,17.75,4.5,17.5,4.5,18.0,4.0,20.0,5.0,20.0,5.0,19.0,48.0,54.0,,,Complete,77.91666,C,30.0,50.0,,,,15,,90.73684,A,89.73958,B,96.31147,78.46153000000001,75,0.0
,391.5,0,0.0,4.0,17.0,5.0,19.5,5.0,18.5,3.5,19.0,3.0,18.0,4.0,18.5,3.5,18.0,3.0,20.0,4.0,20.0,0.0,0.0,43.0,51.0,,,Complete,76.25,C,29.0,45.0,,,,20,,82.42105,B,81.5625,B,90.9836,72.30769000000001,100,0.0
,445.5,6,8.0,4.0,20.0,3.0,18.0,4.0,18.0,5.0,19.0,4.0,18.5,4.0,19.5,5.0,19.5,5.0,19.5,5.0,20.0,5.0,18.5,48.0,52.0,5.0,,Complete,87.5,B,24.0,48.0,,,,20,,93.78947,A,92.8125,A,100.4918,76.92307,100,0.0
,455.5,8,10.0,4.0,20.0,5.0,20.0,5.0,18.5,5.0,20.0,4.0,19.0,5.0,20.0,5.0,19.5,4.0,19.0,5.0,20.0,4.0,20.0,54.0,46.0,0.0,,Complete,96.25,A,25.5,50.0,,,,20,,,A,94.89583,A,104.09836,76.92307,100,0.0
,401.5,,,5.0,20.0,3.0,19.0,0.0,0.0,5.0,20.0,5.0,20.0,4.0,19.0,5.0,20.0,3.5,20.0,4.0,20.0,5.0,20.0,33.0,47.0,5.0,,,60.0,D,29.5,49.5,,,,20,,83.47368,B,83.64583,B,97.21311,61.53846,100,0.0
,480.0,9,10.0,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,19.0,4.5,19.0,5.0,18.0,5.0,19.0,5.0,19.0,58.0,63.0,,,Complete,98.75,A,30.0,48.0,,,,19,,101.05263000000001,A,100.0,A,105.2459,93.07692,95,0.0
,402.0,9,9.0,5.0,18.5,5.0,15.0,5.0,16.5,0.0,0.0,4.0,17.0,4.0,13.0,5.0,19.0,2.0,19.0,5.0,20.0,5.0,20.0,52.0,52.0,,,,69.16666,D,30.0,37.0,,,,15,,,B,83.75,B,86.88524,80.0,75,0.0
,405.5,9,9.0,4.5,18.0,0.0,0.0,5.0,18.5,5.0,20.0,4.0,20.0,4.5,19.0,5.0,20.0,4.5,20.0,5.0,20.0,3.0,20.0,35.0,42.0,,,In Progress,74.16666,C,30.0,48.5,,,,16,0.0,85.36842,B,84.47916,B,96.55736999999999,59.23076,80,0.0
,384.0,10,8.0,4.5,19.5,4.0,19.0,5.0,20.0,4.0,18.5,5.0,20.0,0.0,0.0,4.0,18.5,5.0,18.0,5.0,0.0,5.0,20.0,42.0,45.0,,,Complete,93.75,A,23.0,50.0,,,,11,,79.78947,B,80.0,B,87.86885,66.92307,55,0.0
,366.25,8,10.0,4.25,19.0,0.0,16.0,0.0,0.0,3.5,17.5,0.0,5.0,4.5,16.5,3.5,17.0,4.0,18.0,3.5,19.0,5.0,20.0,35.0,44.0,,,,65.20833,D,30.0,49.0,,,,14,,77.10526,C,76.30208,C,83.68852,60.76923000000001,70,0.0
,449.75,10,9.0,4.5,20.0,3.0,19.0,5.0,15.5,5.0,20.0,4.0,18.0,4.0,20.0,5.0,19.0,5.0,20.0,3.5,20.0,5.0,20.0,49.0,54.0,,,Complete,92.5,B,26.75,49.5,,,,16,0.0,94.68421,A,93.69791,A,102.21311,79.23076,80,0.0
,363.0,9,9.0,4.0,19.0,5.0,17.5,5.0,20.0,0.0,20.0,4.0,19.0,4.0,18.0,2.5,15.0,3.0,18.0,5.0,20.0,0.0,0.0,33.0,45.0,,,,90.41666,B,24.0,38.0,,,,6,,,C,75.625,C,85.57377,60.0,30,0.0
,402.0,10,10.0,5.0,18.0,4.0,19.0,3.0,16.5,5.0,19.0,5.0,20.0,4.0,20.0,5.0,13.5,5.0,18.0,4.0,20.0,0.0,0.0,50.0,50.0,,,In Progress,91.25,B,30.0,42.0,,,,6,,,B,83.75,B,90.4918,76.92307,30,0.0
,389.0,0,0.0,5.0,20.0,3.0,20.0,5.0,18.5,0.0,0.0,3.0,17.5,5.0,20.0,5.0,19.0,4.0,20.0,3.5,20.0,5.0,20.0,41.0,52.0,0.0,,Complete,59.583330000000004,F,29.5,45.0,,,,8,,,B,81.04166,B,94.42622,71.53846,40,0.0
,439.0,10,10.0,4.5,18.0,3.0,18.0,5.0,20.0,5.0,20.0,,10.0,4.5,19.0,5.0,19.0,5.0,20.0,3.0,20.0,5.0,20.0,52.0,51.0,5.0,,Complete,94.58333,A,23.0,50.0,,,,14,,91.36842,A,91.45833,A,97.37704000000001,79.23076,70,0.0
,460.5,,,5.0,18.5,5.0,19.0,5.0,18.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,4.0,20.0,4.0,19.0,5.0,20.0,55.0,58.0,5.0,,Complete,79.58333,B,30.0,50.0,,,,20,1.0,,A,95.9375,A,105.40983,86.92307,100,1.0
,379.0,8,10.0,3.5,20.0,0.0,13.0,0.0,0.0,5.0,18.0,5.0,16.0,4.0,18.0,3.0,17.0,4.0,16.5,3.0,20.0,5.0,17.0,36.0,36.0,5.0,,Complete,64.58333,D,30.0,46.0,,,,20,0.0,,B,78.95833,C,86.55736999999999,55.384609999999995,100,0.0
,419.0,8,10.0,5.0,15.0,5.0,20.0,4.0,20.0,4.0,20.0,4.0,17.0,4.0,18.0,4.0,19.0,5.0,18.0,5.0,20.0,5.0,20.0,30.0,34.0,5.0,,Complete,92.5,A,30.0,50.0,,,,20,,,B,87.29166,B,102.29508,49.23076,100,0.0
,399.5,10,10.0,4.5,19.0,5.0,20.0,5.0,19.5,4.5,19.0,4.5,20.0,4.0,18.0,0.0,0.0,4.0,17.0,3.5,20.0,5.0,20.0,33.0,44.0,,,,97.08333,A,24.0,49.0,,,,17,,84.10526,B,83.22916,B,93.60655,59.23076,85,0.0
,398.5,9,10.0,5.0,20.0,5.0,20.0,0.0,0.0,5.0,20.0,5.0,20.0,4.5,20.0,0.0,0.0,5.0,20.0,3.0,20.0,5.0,20.0,34.0,50.0,,,Complete,78.33333,C,30.0,48.0,,,,20,,,B,83.02083,B,90.32786,64.61538,100,0.0
,424.25,In Progress,10.0,5.0,20.0,5.0,18.5,5.0,17.75,5.0,18.5,5.0,20.0,2.0,17.5,2.75,18.25,4.0,18.0,2.0,20.0,5.0,18.0,43.0,44.0,,,,87.29166,B,30.0,50.0,,,,20,,89.31578,A,88.38541,B,100.7377,66.92307,100,0.0
,453.5,10,10.0,4.5,18.0,5.0,18.0,5.0,18.0,5.0,19.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,44.0,53.0,5.0,,,93.75,B,28.5,47.5,,,,14,0.0,94.42105,A,94.47916,A,104.09836,74.61538,70,0.0
,451.5,7,10.0,5.0,19.0,5.0,18.5,5.0,19.0,5.0,19.0,3.0,18.5,5.0,20.0,5.0,19.5,4.0,20.0,5.0,20.0,5.0,19.5,47.0,45.0,5.0,,Complete,93.75,A,29.5,48.0,,,,20,,95.05263000000001,A,94.0625,A,104.09836,70.76923000000001,100,0.0
,442.0,10,8.0,4.0,17.0,5.0,20.0,5.0,18.0,5.0,20.0,5.0,18.5,4.0,18.5,5.0,18.5,4.0,19.5,4.0,20.0,5.0,19.0,43.0,53.0,,,Complete,93.33333,A,25.0,48.0,,,,20,,93.05263000000001,A,92.08333,A,100.9836,73.84615,100,0.0
,467.5,9,9.0,4.0,17.0,3.0,20.0,4.0,17.0,5.0,20.0,5.0,18.0,4.5,20.0,4.0,20.0,4.5,19.5,5.0,20.0,4.0,18.0,54.0,58.0,5.0,,Complete,90.0,A,25.0,50.0,,,,20,5.0,98.42105,A,97.39583,A,100.81967,86.15384,100,5.0
,302.5,,,0.0,0.0,3.0,17.0,4.0,20.0,0.0,0.0,3.0,18.0,5.0,18.0,0.0,8.5,2.0,19.0,4.0,20.0,4.0,20.0,42.0,48.0,,,Complete,36.66666,F,30.0,,,,,17,0.0,63.68421,D,63.020830000000004,D,64.09836,69.23076,85,0.0
,446.5,8,10.0,4.5,20.0,5.0,19.0,5.0,19.5,5.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,20.0,,,5.0,20.0,48.0,59.0,5.0,,Complete,96.66666,C,26.0,44.5,,,,20,4.0,92.94736,A,93.02083,A,95.90163000000001,82.30769000000001,100,4.0
,366.0,9,0.0,3.0,0.0,3.0,18.0,3.0,17.5,5.0,19.0,3.0,17.0,4.5,19.0,3.5,18.0,3.0,19.0,1.5,20.0,4.5,18.5,43.0,29.0,,,,64.58333,D,29.0,46.0,,,,10,,77.05263000000001,C,76.25,C,90.16393000000001,55.384609999999995,50,0.0
,73.5,10,10.0,4.5,20.0,3.0,20.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,56.25,F,,,,,,6,,15.473679999999998,F,15.3125,F,15.573770000000001,0.0,30,0.0
,428.5,9,9.0,4.0,18.0,5.0,17.5,5.0,15.0,5.0,18.0,5.0,20.0,3.5,18.0,5.0,20.0,3.5,20.0,3.0,20.0,4.0,20.0,38.0,45.0,5.0,,Complete,87.91666,B,27.0,41.0,,,,20,5.0,89.15789000000001,A,89.27083,B,97.54098,63.84615,100,5.0
,368.5,10,8.0,5.0,18.5,3.0,19.0,5.0,14.5,5.0,20.0,5.0,20.0,4.0,19.0,2.0,18.0,0.0,0.0,2.5,20.0,5.0,20.0,25.0,31.0,,,Complete,90.0,B,29.0,50.0,,,,10,,,C,76.77083,C,93.27868000000001,43.07692,50,0.0
,413.0,7,10.0,5.0,19.0,1.0,19.5,5.0,19.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,19.0,,,5.0,20.0,5.0,20.0,46.0,45.0,,,Complete,92.08333,B,26.0,45.5,,,,17,0.0,86.94736,B,86.04166,B,94.42622,70.0,85,0.0
,412.0,10,9.0,3.0,20.0,5.0,19.0,5.0,18.5,5.0,19.0,5.0,18.5,4.5,18.5,4.0,19.0,5.0,19.0,4.0,20.0,5.0,18.0,26.0,33.0,,,Complete,94.58333,A,30.0,49.0,,,,20,,86.73684,B,85.83333,B,102.95081,45.384609999999995,100,0.0
,420.5,10,9.0,4.0,18.0,0.0,7.0,5.0,19.0,4.5,20.0,4.0,20.0,5.0,20.0,4.0,18.5,3.0,18.0,5.0,20.0,4.5,19.0,46.0,50.0,,,Complete,80.41666,B,24.0,43.0,,,,20,,,B,87.60416,B,93.60655,73.84615,100,0.0
,417.5,9,7.0,3.0,19.0,5.0,20.0,5.0,17.5,5.0,19.0,3.0,18.5,5.0,19.5,4.0,18.0,3.0,20.0,3.0,20.0,5.0,19.0,36.0,37.0,,,,91.25,A,29.0,49.0,,,,19,,87.89473000000001,B,86.97916,B,101.4754,56.15384,95,0.0
,421.0,8,9.0,4.0,17.0,1.0,20.0,5.0,18.0,4.0,17.0,4.0,17.5,5.0,18.5,5.0,15.5,5.0,20.0,3.0,20.0,4.5,19.0,35.0,47.0,0.0,,Complete,85.83333,B,29.0,50.0,,,,20,,,B,87.70833,B,99.01639,63.076919999999994,100,0.0
,426.5,9,10.0,5.0,18.5,3.0,19.0,4.0,16.0,5.0,20.0,5.0,20.0,5.0,18.0,5.0,19.5,2.5,20.0,3.0,20.0,5.0,20.0,34.0,48.0,5.0,,,91.25,A,24.0,43.0,,,,20,,,A,88.85416,B,98.52459,63.076919999999994,100,0.0
,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,F,,,,,,6,,,,1.25,F,0.0,0.0,30,0.0
,378.5,8,10.0,3.0,19.0,5.0,18.0,4.5,20.0,0.0,0.0,4.0,20.0,5.0,18.0,3.5,15.0,2.5,18.0,3.0,20.0,5.0,19.0,39.0,44.0,,,,72.91666,D,28.0,38.0,,,,9,,,B,78.85416,C,88.03278,63.84615,45,0.0
,446.5,10,10.0,5.0,18.0,3.0,18.0,5.0,19.5,4.5,20.0,5.0,19.0,4.0,19.0,4.0,17.0,5.0,20.0,2.5,20.0,4.0,19.0,47.0,48.0,,,Complete,94.16666,A,30.0,50.0,,,,20,0.0,94.0,A,93.02083,A,102.13114,73.07692,100,0.0
,399.0,9,10.0,5.0,20.0,5.0,18.0,5.0,16.5,4.5,20.0,4.0,18.0,0.0,0.0,4.0,18.5,5.0,19.0,4.0,20.0,4.5,20.0,38.0,38.0,,,Complete,94.16666,A,29.0,45.0,,,,14,5.0,84.0,B,83.125,B,93.44261999999999,58.46153,70,5.0
,421.75,10,9.0,4.5,20.0,3.0,20.0,4.0,16.25,5.0,19.5,5.0,18.5,4.5,19.0,4.0,19.0,3.0,18.0,5.0,20.0,5.0,19.0,33.0,40.0,,,Complete,92.70833,A,29.5,48.0,,,,20,,88.8421,B,87.86458,B,101.55736999999999,56.15384,100,0.0
,383.0,7,9.0,4.5,15.0,0.0,0.0,5.0,19.5,5.0,15.0,5.0,17.5,5.0,20.0,5.0,20.0,5.0,20.0,2.5,20.0,4.5,20.0,38.0,38.0,0.0,,Complete,66.66666,D,24.5,50.0,,,,8,,,B,79.79166,C,92.78688000000001,58.46153,40,0.0
,355.0,9,9.0,3.5,20.0,3.0,18.0,4.0,19.5,5.0,20.0,0.0,0.0,4.5,17.0,0.0,0.0,4.5,20.0,,20.0,5.0,19.0,32.0,46.0,,,,92.5,A,11.0,45.0,,,,20,,75.57894,C,73.95833,C,78.36065,60.0,100,0.0
,429.5,10,10.0,3.5,18.0,5.0,17.0,3.0,15.5,4.5,20.0,2.0,18.0,4.5,16.5,5.0,17.5,3.5,18.5,3.0,20.0,4.5,17.0,48.0,51.0,,,Complete,88.75,B,27.5,46.5,,,,20,,90.42105,A,89.47916,B,95.2459,76.15384,100,0.0
,402.0,10,9.0,4.5,20.0,3.0,20.0,4.0,18.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,19.0,,,4.0,20.0,5.0,20.0,43.0,40.0,,,Complete,94.58333,A,26.0,44.5,,,,13,,84.63157,B,83.75,B,94.09836,63.84615,65,0.0
,425.75,9,7.0,4.5,20.0,5.0,17.0,3.0,13.5,4.5,20.0,5.0,20.0,4.0,18.0,5.0,16.5,4.0,19.0,4.0,20.0,4.5,20.0,48.0,50.0,5.0,,,86.25,B,12.75,46.5,,,,20,,89.63157,A,88.69791,B,94.01639,75.38461,100,0.0
,448.5,10,10.0,5.0,19.0,5.0,20.0,5.0,17.5,5.0,19.5,5.0,19.0,5.0,19.5,5.0,18.0,5.0,20.0,5.0,20.0,4.0,19.0,40.0,49.0,5.0,,,96.66666,A,24.0,50.0,,,,20,,94.42105,A,93.4375,A,103.11475,68.46153000000001,100,0.0
,405.5,10,9.0,4.0,15.0,0.0,0.0,5.0,18.5,5.0,18.0,5.0,15.0,4.5,20.0,4.0,18.5,4.0,20.0,5.0,20.0,4.0,20.0,36.0,46.0,0.0,,,70.41666,C,29.0,50.0,,,,20,0.0,,B,84.47916,B,93.27868000000001,63.076919999999994,100,0.0
,447.5,10,9.0,5.0,20.0,5.0,19.0,5.0,16.0,4.5,20.0,5.0,17.0,5.0,20.0,4.0,18.5,3.5,19.5,5.0,19.5,5.0,20.0,41.0,51.0,,,Complete,94.58333,A,30.0,50.0,,,,20,,94.21051999999999,A,93.22916,A,103.77049,70.76923000000001,100,0.0
,428.5,8,10.0,5.0,20.0,5.0,18.0,4.0,19.5,0.0,0.0,5.0,19.0,5.0,19.0,4.5,18.0,5.0,19.5,5.0,20.0,5.0,20.0,43.0,51.0,,,Complete,74.58333,C,30.0,50.0,,,,20,,90.21051999999999,A,89.27083,B,97.21311,72.30769000000001,100,0.0
,407.0,10,10.0,4.0,20.0,3.0,19.5,5.0,19.5,5.0,20.0,4.0,18.0,5.0,20.0,5.0,20.0,4.5,18.0,4.0,20.0,0.0,0.0,48.0,44.0,,,,96.66666,A,17.5,49.0,,,,14,,85.68421,B,84.79166,B,92.13114,70.76923000000001,70,0.0
,442.0,8,10.0,4.5,15.0,5.0,20.0,4.0,18.0,5.0,20.0,4.0,20.0,5.0,17.5,3.0,18.0,5.0,19.0,5.0,20.0,5.0,20.0,37.0,50.0,5.0,,Complete,91.25,A,30.0,49.0,,,,20,,,A,92.08333,A,102.29508,66.92307,100,0.0
,67.5,9,8.0,3.5,15.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50.41666,F,0.0,0.0,,,,7,,,,14.0625,F,14.26229,0.0,35,0.0
,472.0,10,9.0,4.5,20.0,5.0,19.0,5.0,17.5,5.0,20.0,5.0,19.5,4.5,20.0,5.0,19.5,5.0,20.0,5.0,20.0,5.0,18.5,54.0,62.0,,,Complete,95.83333,A,29.0,50.0,,,,15,0.0,99.36842,A,98.33333,A,105.57377,89.23076,75,0.0
,461.0,8,10.0,4.0,19.0,5.0,16.5,5.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,5.0,18.5,4.0,19.0,5.0,20.0,5.0,19.0,50.0,52.0,5.0,,Complete,93.33333,A,29.5,47.0,,,,20,,,A,96.04166,A,103.60655,78.46153000000001,100,0.0
,456.0,10,10.0,4.5,20.0,5.0,19.0,5.0,19.0,4.0,20.0,5.0,17.25,4.5,18.5,4.25,19.5,0.0,20.0,4.5,20.0,5.0,20.0,48.0,53.0,,,,97.08333,A,30.0,50.0,,,,20,,96.0,A,95.0,A,103.27868000000001,77.6923,100,0.0
,447.25,10,10.0,5.0,20.0,5.0,19.0,4.0,18.0,4.0,20.0,5.0,20.0,5.0,18.5,4.0,17.25,5.0,20.0,1.5,20.0,4.0,20.0,47.0,43.0,5.0,,Complete,95.83333,A,29.0,48.0,,,,20,,93.10526,A,93.17708,A,102.37704000000001,69.23076,100,0.0
,461.0,9,10.0,5.0,20.0,5.0,17.0,5.0,19.5,5.0,20.0,4.5,20.0,5.0,16.5,5.0,18.5,4.5,18.0,5.0,20.0,5.0,18.0,53.0,62.0,,,,96.25,A,27.5,43.0,,,,20,0.0,,A,96.04166,A,100.65573,88.46153000000001,100,0.0
,319.0,9,7.0,4.5,19.0,5.0,17.0,5.0,14.5,5.0,19.0,5.0,18.0,0.0,0.0,3.5,17.0,3.0,19.5,3.0,20.0,5.0,18.0,41.0,35.0,5.0,,Complete,87.5,B,11.0,0.0,,,,10,,67.15789000000001,D,66.45833,D,69.50819,58.46153,50,0.0
,433.5,10,10.0,3.0,20.0,5.0,20.0,5.0,18.0,0.0,0.0,5.0,18.5,5.0,18.5,5.0,19.0,4.5,19.0,4.0,20.0,5.0,19.0,49.0,52.0,5.0,,Complete,75.83333,C,30.0,41.0,,,,20,3.0,91.26315,A,90.3125,A,93.27868000000001,77.6923,100,3.0
,464.5,9,9.0,4.0,19.0,5.0,20.0,5.0,18.0,5.0,20.0,5.0,20.0,5.0,19.0,5.0,19.0,4.5,20.0,5.0,20.0,5.0,20.0,52.0,52.0,,,Complete,95.0,A,29.5,49.5,,,,20,,97.78947,A,96.77083,A,105.7377,80.0,100,0.0
,410.0,9,9.0,3.5,16.0,3.0,18.0,3.0,19.5,3.5,20.0,5.0,19.0,5.0,20.0,0.0,8.0,0.0,19.0,5.0,20.0,4.5,20.0,33.0,48.0,5.0,,Complete,87.08333,B,27.0,47.0,,,,20,,85.26315,B,85.41666,B,93.77049,62.30769,100,0.0
,455.5,8,10.0,4.5,15.0,5.0,20.0,4.0,19.0,5.0,20.0,5.0,17.0,4.5,19.0,5.0,19.0,4.0,20.0,3.0,20.0,4.5,20.0,53.0,58.0,0.0,,Complete,92.08333,A,23.0,50.0,,,,20,,,A,94.89583,A,100.4918,85.38461,100,0.0
,439.25,9,10.0,5.0,20.0,4.0,20.0,5.0,18.25,4.0,19.0,5.0,20.0,4.5,17.0,4.0,19.5,4.0,19.0,2.0,20.0,4.0,20.0,48.0,38.0,,,Complete,95.20833,A,30.0,50.0,,,,20,,92.47368,A,91.51041,A,103.03278,66.15384,100,0.0
