Weighted Total [Total Pts: up to 0 Percentage] |1669869,Total [Total Pts: up to 526 Score] |1669868,Total [Total Pts: up to 526 Score] |1714579,Total [Total Pts: up to 526 Score] |1714580,Academic Integrity Quiz [Total Pts: 5 Score] |1714581,Syllabus Quiz [Total Pts: 5 Score] |1714582,Pre-Lab 1 [Total Pts: 5 Score] |1714583,Lab 1 [Total Pts: 20 Score] |1714584,Pre-Lab 2 [Total Pts: 5 Score] |1714585,Lab 2 [Total Pts: 20 Score] |1714586,Pre-Lab 3 [Total Pts: 5 Score] |1714587,Lab 3 [Total Pts: 20 Score] |1714588,Pre-Lab 4 [Total Pts: 5 Score] |1714589,Lab 4 [Total Pts: 20 Score] |1714590,Pre-Lab 5 [Total Pts: 5 Score] |1714591,Lab 5 [Total Pts: 20 Score] |1714592,Pre-Lab 6 [Total Pts: 5 Score] |1714593,Lab 6 [Total Pts: 20 Score] |1714594,Lab 7 (Lab and Pre-Lab) [Total Pts: 25 Score] |1768501,Lab 8 (Lab and Pre-Lab) [Total Pts: 25 Score] |1786205,Lab 9 (Lab and Pre-lab) [Total Pts: 25 Score] |1786215,Lab 10 (Lab and Pre-lab) [Total Pts: 25 Score] |1786216,Lab 11 (Lab and Pre-Lab) [Total Pts: 25 Score] |1786220,Exam 1 [Total Pts: 40 Score] |1714603,Exam 2 [Total Pts: 40 Score] |1714604,Final Exam_SP2020 [Total Pts: 50 Score] |1803762,Documentary Review Extra Credit [Total Pts: 0 Score] |1714605,Misc. Extra Credit [Total Pts: 0 Score] |1714606,End of the semester survey [Total Pts: 0 Complete/Incomplete] |1799624,Resources Survey [Total Pts: 0 Complete/Incomplete] |1768127,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1714607,Midterm Grade Percentage Column [Total Pts: up to 156 Percentage] |1714608,Midterm Letter Grade [Total Pts: 0 Text] |1714609,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1714610,Submit Field Museum assignment here [Total Pts: 45 Score] |1789066,Final Percentage [Total Pts: 480 Percentage] |1714612,Final Letter Grade [Total Pts: 100 Text] |1714613,Date Last Attendance [Total Pts: 0 Text] |1714614,Sli.do total [Total Pts: 15 Text] |1714618,Inquizitive extra credit total [Total Pts: 0 Text] |1714619,InQuizitive: Chapter 1. What Is Biological Anthropology? [Total Pts: 0 Score] |1743501,InQuizitive: Chapter 2. Evolution: Constructing a Fundamental Scientific Theory [Total Pts: 0 Score] |1743502,InQuizitive: Chapter 3. Genetics: Reproducing Life and Producing Variation [Total Pts: 0 Score] |1743503,InQuizitive: Chapter 4. Genes and Their Evolution: Population Genetics [Total Pts: 0 Score] |1743504,InQuizitive: Chapter 5. Biology in the Present: Living People [Total Pts: 0 Score] |1743505,InQuizitive: Chapter 6. Biology in the Present: The Other Living Primates [Total Pts: 0 Score] |1743506,"InQuizitive: Chapter 7. Primate Sociality, Social Behavior, and Culture [Total Pts: 0 Score] |1743508",InQuizitive: Chapter 8. Fossils and Their Place in Time and Nature [Total Pts: 0 Score] |1743509,InQuizitive: Chapter 9. Primate Origins and Evolution: The First 50 Million Years [Total Pts: 0 Score] |1743510,InQuizitive: Chapter 10. Early Hominin Origins and Evolution: The Roots of Humanity [Total Pts: 0 Score] |1743511,InQuizitive: Chapter 11. The Origins and Evolution of Early <i>Homo</i> [Total Pts: 0 Score] |1743512,"InQuizitive: Chapter 12. The Origins, Evolution, and Dispersal of Modern People [Total Pts: 0 Score] |1743513","InQuizitive: Chapter 13. The Past 10,000 Years: Agriculture, Population, Biology [Total Pts: 0 Score] |1743514",Sli.do midterm total [Total Pts: 6 Text] |1767091,Discussion Question: Week 1 [Total Pts: 10 Score] |1861094,Total Assignment Percentage [Total Pts: up to 350 Percentage] |2292055,Total Exam Percentage [Total Pts: up to 130 Percentage] |2292056,Total Attendance Percentage [Total Pts: up to 15 Percentage] |2292058,Total Extra Credit [Total Pts: 0 Score] |2292061
,229.5,229.5,229.5,4.5,4.5,5.0,20.0,5.0,20.0,5.0,17.5,3.0,20.0,4.0,18.0,0.0,0.0,,,,,,28.0,22.0,,,,,,,94.55128,B,23.0,,44.6875,F,3/4/20,15.0,,,,,,,,,,,,,,,15.0,,40.14285,38.461529999999996,100.0,0.0
,475.5,475.5,475.5,5,4,4.5,19.0,3.0,19.0,4.0,18.0,5.0,19.5,5.0,19.5,5.0,19.5,24.75,23,24.5,23.75,25.0,34.0,32.0,44.0,,1.0,,Complete,Complete,90.38461,A,30.0,43.5,93.4375,A,,15.0,,,,,,,,,,,,,,,6.0,,95.85714,84.61538,100.0,1.0
,434.0,434.0,434.0,5,4.5,5.0,20.0,5.0,16.0,5.0,16.5,5.0,17.5,4.0,20.0,4.5,20.0,23.5,23,25.0,17,25.0,26.0,28.0,38.0,,2.0,Complete,Complete,Complete,84.29486999999999,B,30.0,44.5,89.16666,B,,,,,,,,,,,,,,,,,6.0,,93.28571,70.76923000000001,0.0,2.0
,430.5,430.5,430.5,4,5,5.0,19.0,3.0,18.0,5.0,17.0,5.0,20.0,5.0,18.0,5.0,20.0,24.0,24,22.5,22.5,,29.0,37.0,44.0,,1.0,Complete,,Complete,86.53846,B,30.0,43.5,91.77083,A,,,,,,,,,,,,,,,,,5.0,,87.57141999999999,84.61538,0.0,1.0
,430.5,430.5,430.5,3.5,2.5,4.5,19.0,5.0,20.0,4.0,15.5,5.0,19.0,5.0,18.0,4.0,19.0,21.0,23,24.0,24.5,25.0,29.0,28.0,36.0,,,,,,84.61538,B,26.5,44.5,87.5,B,,,,,,,,,,,,,,,,,5.0,,93.28571,71.53846,0.0,0.0
,456.0,456.0,456.0,4.5,5,5.0,20.0,4.0,17.0,2.0,20.0,5.0,18.5,5.0,18.5,5.0,18.5,25.0,25,25.0,25,25.0,30.0,28.0,45.0,0.0,1.0,Complete,,Complete,87.82051,B,29.0,45.0,92.70833,A,,,,,,,,,,,,,,,,,6.0,,96.42857,79.23076,0.0,1.0
,337.0,337.0,337.0,4.5,5,5.0,18.0,3.0,19.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,24.5,0,23.5,0,25.0,29.0,31.0,43.0,,1.0,Complete,,,67.6282,D,26.0,40.5,70.41666,C,,9.0,,,,,,,,,,,,,,,0.0,,61.571419999999996,79.23076,60.0,1.0
,328.0,328.0,328.0,,,,,1.0,17.0,5.0,16.5,0.0,0.0,3.0,17.5,3.0,18.0,21.5,22.5,21.0,20.5,24.0,21.0,21.0,36.0,,,,,,41.98717,F,14.0,40.5,70.20833,C,,,,,,,,,,,,,,,,,5.0,,70.0,60.0,0.0,0.0
,337.5,337.5,337.5,5,5,4.5,20.0,3.0,20.0,5.0,16.5,0.0,0.0,5.0,20.0,4.5,19.0,0.0,0,0.0,0,25.0,19.0,34.0,42.0,0.0,2.0,Complete,Complete,,64.74358000000001,D,30.0,45.0,70.10416,C,,12.0,0.0,,,,,,,,,,,,,,3.0,,62.14285,73.07692,80.0,2.0
,303.5,303.5,303.5,0,5,4.5,19.0,5.0,18.0,0.0,0.0,0.0,19.5,,,0.0,0.0,0.0,0,20.0,17.75,25.0,28.0,33.0,44.0,,,,,,67.30769000000001,D,,43.75,61.97916,D,,15.0,,,,,,,,,,,,,,,6.0,,49.285709999999995,80.76923000000001,100.0,0.0
,490.75,490.75,490.75,4.5,5,5.0,19.0,5.0,18.0,5.0,19.5,5.0,19.5,5.0,20.0,5.0,20.0,23.5,25,25.0,24,25.0,34.0,34.0,49.0,,1.0,Complete,Complete,,93.26923000000001,A,30.0,44.75,96.40625,A,,15.0,,,,,,,,,,,,,,,6.0,,98.07141999999999,90.0,100.0,1.0
,480.0,480.0,480.0,5,4,5.0,20.0,3.0,19.0,5.0,18.0,5.0,20.0,5.0,20.0,4.5,20.0,25.0,25,25.0,23.5,25.0,28.0,36.0,43.0,0.0,2.0,Complete,Complete,Complete,88.46153000000001,B,30.0,45.0,94.375,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,98.0,82.30769000000001,100.0,2.0
,480.5,480.5,480.5,5,5,5.0,20.0,3.0,20.0,4.0,19.0,5.0,20.0,5.0,20.0,4.0,20.0,25.0,24,23.0,24,25.0,30.0,34.0,46.0,,2.0,Complete,Complete,Complete,91.34615,A,30.0,42.5,93.85416,A,,15.0,0.5,0.5,0.0,,,,,,,,,,,,6.0,,96.71428,84.61538,100.0,2.5
,244.0,244.0,244.0,4.5,5,4.0,20.0,5.0,19.5,4.0,20.0,0.0,20.0,4.0,19.0,0.0,0.0,0.0,0,0.0,0,0.0,26.0,29.0,31.0,0.0,1.0,,Complete,,85.25641,B,28.0,0.0,63.333330000000004,D,,,,,,,,,,,,,,,,,5.0,,41.0,66.15384,0.0,1.0
,437.75,437.75,437.75,5,5,4.5,19.0,3.0,18.0,4.0,17.5,5.0,20.0,5.0,18.0,5.0,19.0,23.0,23,24.0,23.5,25.0,27.0,29.0,42.0,,1.0,,Complete,,85.25641,B,12.0,42.25,85.98958,B,,14.0,,,,,,,,,,,,,,,5.0,,88.78571,75.38461,93.33333,1.0
,366.0,366.0,366.0,4,4.5,5.0,20.0,5.0,18.0,5.0,19.0,0.0,0.0,0.0,10.0,4.0,18.5,21.0,18,20.0,0,0.0,23.0,33.0,47.0,0.0,1.0,,,Complete,70.1923,D,26.0,44.0,75.20833,C,,15.0,,,,,,,,,,,,,,,6.0,,66.71428,79.23076,100.0,1.0
,437.0,437.0,437.0,4.5,5,5.0,17.0,3.0,13.0,5.0,16.5,5.0,19.0,5.0,17.0,4.0,20.0,22.5,24,23.5,24,25.0,25.0,25.0,45.0,5.0,1.0,Complete,,Complete,78.84615,C,30.0,44.0,89.79166,A,,,,,,,,,,,,,,,,,5.0,,92.14285,73.07692,0.0,6.0
,401.0,401.0,401.0,,,5.0,19.0,5.0,18.0,0.0,0.0,5.0,20.0,5.0,17.0,4.5,19.0,20.5,24.5,24.0,21.5,25.0,27.0,24.0,40.0,,,,,,67.30769000000001,D,29.0,42.0,85.41666,B,,,,,,,,,,,,,,,,,6.0,,86.85714,70.0,0.0,0.0
,495.75,495.75,495.75,5,4.5,4.5,19.0,3.0,18.0,5.0,18.5,5.0,19.5,5.0,19.0,5.0,20.0,25.0,24.5,24.0,23.5,25.0,34.0,36.0,43.0,,1.0,Complete,,Complete,93.58974,A,28.5,44.75,95.67708,A,,15.0,5.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.0,0.5,0.5,6.0,,96.21428,86.92307,100.0,6.0
,351.5,351.5,351.5,4.5,4.5,5.0,19.0,5.0,16.0,4.0,18.5,4.0,19.0,5.0,20.0,4.5,19.0,0.0,15,24.0,19.5,0.0,26.0,15.0,27.0,0.0,1.0,,Complete,,84.29486999999999,B,30.0,41.0,75.3125,C,,,,0.0,,,,,,,,,,,,,6.0,,76.71428,52.30769,0.0,1.0
,391.5,391.5,391.5,,,4.0,19.0,5.0,19.0,5.0,20.0,5.0,18.0,5.0,18.0,5.0,17.5,21.0,23,24.0,22,0.0,24.0,25.0,33.0,0.0,2.0,Complete,Complete,Complete,80.1282,B,29.0,44.0,83.85416,B,,,,,,,,,,,,,,,,,6.0,,86.71428,63.076919999999994,0.0,2.0
,431.5,431.5,431.5,0,0,4.0,18.0,4.0,19.5,4.0,19.5,4.0,18.5,5.0,20.0,5.0,20.0,23.0,21,22.0,20,25.0,26.0,29.0,44.0,0.0,1.0,Complete,,Complete,79.16666,C,30.0,44.0,87.8125,B,,,,,,,,,,,,,,,,,6.0,,93.28571,76.15384,0.0,1.0
,440.5,440.5,440.5,5,5,5.0,20.0,5.0,20.0,5.0,18.5,5.0,18.5,5.0,19.0,4.5,19.0,25.0,25,25.0,23,25.0,28.0,26.0,36.0,0.0,0.0,,,,89.10256,B,25.0,44.0,88.85416,A,,,,,,,,,,,,,,,,,4.0,,96.14285,69.23076,0.0,0.0
,500.5,500.5,500.5,5,5,5.0,19.0,5.0,18.0,5.0,18.5,5.0,19.5,5.0,19.0,5.0,20.0,24.5,24.5,24.5,24,25.0,38.0,34.0,48.0,,1.0,Complete,,,98.07692,A,29.0,45.0,97.60416,A,,15.0,5.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,6.0,,97.28571,92.30769000000001,100.0,6.0
,424.0,424.0,424.0,5,4.5,5.0,16.0,3.0,13.0,4.0,16.5,5.0,18.0,5.0,19.0,4.5,19.0,22.5,23.5,24.0,23,25.0,22.0,29.0,42.0,,,,,Complete,75.64102,C,25.0,44.5,86.875,B,,,,,,,,,,,,,,,,,6.0,,90.14285,71.53846,0.0,0.0
,443.5,443.5,443.5,5,4.5,4.0,20.0,4.0,17.0,4.5,19.0,4.0,20.0,4.0,20.0,4.0,18.5,22.0,21,24.5,24,25.0,28.0,28.0,42.0,0.0,1.0,Complete,,Complete,85.25641,B,24.5,41.0,87.8125,B,,12.0,,,,,,,,,,,,,,,3.0,,91.71428,75.38461,80.0,1.0
,397.0,397.0,397.0,4,5,5.0,20.0,5.0,17.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,,22,25.0,,25.0,30.0,30.0,39.0,,2.0,Complete,Complete,,88.46153000000001,C,26.0,42.0,84.375,B,,,,,,,,,,,,,,,,,2.0,,82.0,76.15384,0.0,2.0
,218.0,218.0,218.0,4.5,5,5.0,19.0,2.0,18.0,2.0,16.5,5.0,20.0,4.0,19.0,,,,,,,,36.0,26.0,,,,,,,89.10256,B,30.0,,47.29166,F,4/5/20,,,,,,,,,,,,,,,,6.0,,40.14285,47.6923,0.0,0.0
,434.0,434.0,434.0,4,4.5,0.0,0.0,3.0,18.0,3.0,20.0,5.0,16.0,5.0,18.5,5.0,20.0,25.0,24.5,24.0,22,25.0,26.0,33.0,45.0,,,,,,65.0641,D,30.0,44.5,90.0,A,,11.0,,,,,,,,,,,,,,,2.0,,88.14285,80.0,73.33333,0.0
,472.0,472.0,472.0,4.5,5,4.5,20.0,4.0,15.5,2.5,18.0,4.5,20.0,4.0,20.0,5.0,18.5,23.5,23.5,23.0,24,25.0,34.0,34.0,50.0,0.0,2.0,Complete,,Complete,88.78205,B,24.0,44.0,93.4375,A,,15.0,,,,,,,,,,,,,,,6.0,,92.42857,90.76923000000001,100.0,2.0
,360.0,360.0,360.0,4,4.5,5.0,20.0,3.0,19.0,5.0,18.0,4.0,18.0,4.0,16.0,4.0,17.0,0.0,0,0.0,18.5,24.0,30.0,29.0,41.0,,1.0,,Complete,,86.21794,B,17.5,41.5,74.375,C,,13.0,,,,,,,,,,,,,,,4.0,,67.0,76.92307,86.66666,1.0
,406.0,406.0,406.0,5,5,5.0,19.0,0.0,0.0,0.0,0.0,5.0,19.5,5.0,19.0,5.0,20.0,19.5,24.5,24.75,20.5,25.0,27.0,29.0,42.0,,,,,,55.76923000000001,F,29.5,44.75,83.22916,B,,10.0,0.5,,,,,0.0,0.0,,0.5,,,,,,1.0,,81.71428,75.38461,66.66666,0.5
,422.0,422.0,422.0,5,4.5,4.5,18.5,3.0,15.5,3.0,19.0,5.0,17.0,5.0,18.5,4.5,19.0,24.0,22,23.0,19,25.0,24.0,23.0,39.0,0.0,0.0,,,,80.1282,B,30.0,45.0,85.9375,B,,,,,,,,,,,,,,,,,6.0,,91.57141999999999,66.15384,0.0,0.0
,386.5,386.5,386.5,3,4,4.0,20.0,4.0,18.0,3.0,17.0,2.0,20.0,2.0,18.5,2.0,17.0,23.0,22,24.0,23,5.0,26.0,21.0,30.0,0.0,0.0,,,,78.20512,C,22.0,45.0,79.27083,B,,10.0,0.0,,,,,,,,,,,,,,1.0,,83.28571,59.23076,66.66666,0.0
,484.0,484.0,484.0,4.5,5,4.5,20.0,5.0,18.0,5.0,18.5,5.0,20.0,5.0,20.0,4.5,18.5,24.0,25,25.0,24,25.0,29.0,36.0,43.0,5.0,3.0,Complete,Complete,Complete,90.0641,B,28.5,45.0,95.41666,A,,15.0,,,,,,,,,,,,,,,6.0,,97.28571,83.07692,100.0,8.0
,469.5,469.5,469.5,5,4.5,5.0,18.5,4.0,19.5,5.0,20.0,5.0,19.0,5.0,19.5,4.5,19.0,25.0,25,25.0,23,25.0,31.0,34.0,45.0,0.0,1.0,Complete,,Complete,92.30769000000001,A,29.0,45.0,95.10416,A,,,,0.5,0.5,0.5,0.5,0.5,,0.5,,,0.0,0.5,0.0,0.5,5.0,,97.42857,84.61538,0.0,1.0
,452.0,452.0,452.0,4.5,5,5.0,20.0,5.0,20.0,4.0,16.0,5.0,20.0,5.0,20.0,4.5,19.0,25.0,23.5,24.5,24,25.0,20.0,26.0,35.0,0.0,0.0,,,Complete,83.65384,B,30.0,45.0,88.75,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,97.28571,62.30769,100.0,0.0
,460.5,460.5,460.5,,,5.0,19.0,5.0,20.0,5.0,17.0,5.0,19.5,5.0,19.5,5.0,19.5,25.0,24,23.5,23.75,25.0,28.0,35.0,40.0,,,,,,83.01281999999999,B,29.0,41.75,90.10416,A,,15.0,,,,,,,,,,,,,,,6.0,,96.14285,79.23076,100.0,0.0
,490.0,490.0,490.0,5,4.5,5.0,20.0,5.0,20.0,4.0,19.0,5.0,20.0,5.0,20.0,4.5,20.0,22.0,25,25.0,25,25.0,34.0,34.0,45.0,0.0,1.0,Complete,,Complete,95.1923,A,30.0,45.0,96.25,A,,15.0,1.0,0.5,0.5,,,,,,,,,,,,6.0,,98.42857,86.92307,100.0,2.0
,418.0,418.0,418.0,4.5,4.5,4.0,19.0,3.0,17.0,5.0,17.0,5.0,18.0,5.0,20.0,4.0,20.0,22.5,21,24.0,23,25.0,19.0,29.0,39.0,,2.0,Complete,Complete,Complete,75.64102,C,24.0,43.5,85.20833,B,,,,,,,,,,,,,,,,,2.0,,91.42857,66.92307,0.0,2.0
,489.0,489.0,489.0,5,5,4.5,20.0,5.0,20.0,3.0,18.5,4.5,20.0,5.0,20.0,5.0,19.5,25.0,22,24.0,25,25.0,38.0,36.0,46.0,0.0,2.0,Complete,,Complete,95.83333,A,28.0,44.0,96.5625,A,,15.0,,,,,,,,,,,,,,,6.0,,96.57141999999999,92.30769000000001,100.0,2.0
,379.0,379.0,379.0,5,5,5.0,20.0,3.0,18.0,4.0,17.0,0.0,0.0,3.0,20.0,5.0,17.5,22.0,21.5,24.5,0,24.5,27.0,24.0,38.0,,1.0,Complete,,Complete,70.51281999999999,C,12.0,42.0,77.91666,C,,15.0,,,,,,,,,,,,,,,6.0,,74.0,68.46153000000001,100.0,1.0
,365.0,365.0,365.0,4.5,5,4.5,20.0,3.0,17.0,5.0,20.0,5.0,18.0,4.0,20.0,5.0,10.0,24.0,25,23.5,21,0.0,20.0,23.0,0.0,,2.0,Complete,Complete,Complete,79.48716999999999,C,30.0,44.5,75.625,C,,11.0,,,,,,,,,,,,,,,2.0,,85.57141999999999,33.07692,73.33333,2.0
,291.0,291.0,291.0,3.5,4.5,4.5,20.0,0.0,0.0,5.0,18.0,5.0,18.0,5.0,16.0,4.5,17.0,4.0,0,0.0,In Progress,25.0,26.0,31.0,39.0,,1.0,,Complete,Complete,69.55128,D,28.0,0.0,60.0,D,,13.0,,,,,,,,,,,,,,,4.0,,48.57142,73.84615,86.66666,1.0
,396.0,396.0,396.0,4.5,5,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,4.5,20.0,25.0,5,25.0,,,34.0,32.0,39.0,,2.0,Complete,Complete,,93.91025,A,30.0,44.0,85.0,B,,,,,,,,,,,,,,,,,4.0,,79.28571,80.76923000000001,0.0,2.0
,457.0,457.0,457.0,4,4.5,5.0,20.0,5.0,19.0,4.0,16.0,4.5,20.0,3.0,20.0,5.0,20.0,25.0,0,23.0,24,25.0,36.0,37.0,44.0,,1.0,,Complete,Complete,92.30769000000001,A,27.5,44.5,94.16666,A,,15.0,,,,,,,,,,,,,,,6.0,,88.71428,90.0,100.0,1.0
,458.5,458.5,458.5,4.5,5,5.0,20.0,3.0,20.0,4.0,18.0,5.0,19.0,5.0,17.0,4.0,20.0,24.0,25,24.5,23.5,25.0,23.0,33.0,39.0,0.0,2.0,Complete,Complete,Complete,84.93589,B,26.0,45.0,90.10416,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,95.14285,73.07692,100.0,2.0
,429.0,429.0,429.0,4.5,5,4.5,19.0,5.0,18.0,4.0,18.5,4.0,18.5,3.5,20.0,4.5,18.5,24.0,24,22.5,25,25.0,28.0,23.0,30.0,0.0,2.0,Complete,Complete,Complete,86.53846,B,29.0,45.0,86.97916,B,,,,,,,,,,,,,,,,,6.0,,95.0,62.30769,0.0,2.0
,380.5,380.5,380.5,,,4.5,18.0,5.0,16.5,0.0,0.0,5.0,19.0,4.0,18.5,5.0,19.0,22.0,24,21.0,22,25.0,19.0,25.0,42.0,0.0,1.0,,Complete,,58.333330000000004,F,22.0,40.0,81.35416,B,,,,,,,,,,,,,,,,,4.0,,83.0,66.15384,0.0,1.0
,446.5,446.5,446.5,4.5,5,5.0,20.0,3.0,20.0,5.0,16.0,2.5,18.5,4.0,20.0,4.0,20.0,23.0,24,23.0,23,25.0,22.0,29.0,41.0,,1.0,Complete,,Complete,82.6923,B,29.0,36.0,86.77083,B,,15.0,1.5,0.5,0.5,0.5,,,,,,,,,,,6.0,,91.71428,70.76923000000001,100.0,2.5
,462.5,462.5,462.5,5,5,4.0,20.0,3.0,19.0,5.0,17.0,5.0,19.0,5.0,20.0,4.0,19.0,24.0,24,23.5,25,25.0,25.0,29.0,40.0,0.0,2.0,Complete,Complete,Complete,84.61538,A,30.0,45.0,90.83333,A,,11.0,4.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,,,0.5,0.0,0.5,0.5,2.0,,96.14285,72.30769000000001,73.33333,6.5
,410.5,410.5,410.5,4.5,4.5,4.0,19.0,3.0,19.0,5.0,20.0,5.0,18.5,3.5,18.0,5.0,18.5,23.0,23,23.0,24,0.0,25.0,26.0,39.0,0.0,0.0,,,Complete,85.57692,B,29.0,45.0,87.39583,B,,,,,,,,,,,,,,,,,6.0,,87.28571,69.23076,0.0,0.0
,490.0,490.0,490.0,5,5,5.0,20.0,5.0,20.0,5.0,18.0,5.0,19.5,5.0,20.0,5.0,20.0,24.5,25,25.0,24,25.0,38.0,39.0,49.0,,2.0,Complete,Complete,Complete,98.39743,A,30.0,45.0,99.58333,A,,,,0.5,0.5,0.5,0.5,0.0,0.0,,0.5,0.5,,,,,5.0,,98.85714,96.92307,0.0,2.0
,435.0,435.0,435.0,4.5,5,4.0,20.0,5.0,18.0,5.0,19.0,0.0,0.0,5.0,19.0,5.0,20.0,24.0,24.5,24.5,23.5,25.0,24.0,33.0,44.0,0.0,1.0,,Complete,Complete,66.98716999999999,D,29.0,45.0,90.83333,A,,9.0,0.0,,,,,,,,,,,,,,0.0,,90.14285,77.6923,60.0,1.0
,423.0,423.0,423.0,0,0,4.5,20.0,4.0,17.0,5.0,16.0,3.5,19.5,5.0,20.0,4.5,18.5,21.0,22,23.0,23.5,25.0,29.0,22.0,31.0,0.0,2.0,,Complete,Complete,79.80769000000001,C,26.0,42.0,82.91666,B,,15.0,,,,,,,,,,,,,,,6.0,,91.42857,63.076919999999994,100.0,2.0
,203.5,203.5,203.5,2.5,3,4.5,19.0,3.0,16.0,5.0,16.5,5.0,19.5,5.0,18.0,0.0,0.0,0.0,0,0.0,0,0.0,27.0,21.0,,,1.0,Complete,,In Progress,77.5641,C,29.5,0.0,42.60416,F,technically: 6 March 2020,9.0,,,,,,,,,,,,,,,0.0,,40.285709999999995,36.92307,60.0,1.0
,303.5,303.5,303.5,,3.5,4.0,20.0,3.0,18.0,5.0,20.0,5.0,19.5,5.0,19.0,0.0,0.0,25.0,25,0.0,0,0.0,24.0,29.0,0.0,,,,,,79.48716999999999,C,25.0,40.5,62.708330000000004,D,,11.0,,,,,,,,,,,,,,,2.0,,66.85714,40.76923,73.33333,0.0
,486.0,486.0,486.0,5,5,5.0,20.0,3.0,19.0,5.0,19.0,5.0,20.0,4.0,20.0,4.0,19.0,25.0,25,24.0,25,25.0,27.0,39.0,45.0,0.0,1.0,Complete,,,89.42307,B,30.0,45.0,95.41666,A,,15.0,1.0,,,,,0.5,,0.5,,,0.0,0.0,0.0,0.0,6.0,,97.71428,85.38461,100.0,2.0
,420.0,420.0,420.0,4,5,3.5,0.0,4.0,20.0,0.0,20.0,5.0,18.5,4.0,19.0,5.0,19.0,22.0,25,24.0,24,25.0,30.0,32.0,40.0,0.0,0.0,,,Complete,70.51281999999999,F,26.0,45.0,88.64583,A,,,,,,,,,,,,,,,,,0.0,,88.28571,78.46153000000001,0.0,0.0
,463.0,463.0,463.0,3.5,5,4.5,19.0,5.0,19.0,5.0,18.5,5.0,20.0,5.0,20.0,5.0,20.0,24.0,24,24.0,24.5,25.0,30.0,34.0,42.0,0.0,0.0,,,Complete,90.0641,A,30.0,45.0,93.4375,A,,,,,,,,,,,,,,,,,6.0,,97.85714,81.53846,0.0,0.0
,427.0,427.0,427.0,,,4.5,20.0,3.0,20.0,5.0,19.0,5.0,18.0,4.0,19.5,4.5,20.0,25.0,25,23.5,15,25.0,25.0,24.0,38.0,,,,,,77.24358000000001,C,29.5,43.5,85.625,B,,10.0,,,,,,,,,,,,,,,1.0,,94.0,66.92307,66.66666,0.0
,313.0,313.0,313.0,4.5,4.5,,,,,5.0,19.0,4.0,19.0,,,4.0,19.0,22.5,22.5,,23.5,,31.0,32.0,41.0,,,,,Complete,61.53846,F,0.0,43.5,63.333330000000004,D,,9.0,,,,,,,,,,,,,,,9.0,,52.0,80.0,60.0,0.0
,279.0,279.0,279.0,5,5,5.0,20.0,5.0,20.0,4.0,19.0,5.0,20.0,0.0,0.0,0.0,0.0,24.0,0,0.0,0,25.0,33.0,5.0,45.0,0.0,1.0,Complete,,Complete,93.58974,A,20.0,0.0,57.29166,F,5-May,14.0,0.0,,,,,,,,,,,,,,5.0,,47.71428,63.84615,93.33333,1.0
,296.5,296.5,296.5,4,5,3.5,19.5,5.0,18.5,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22,24.0,20,25.0,25.0,26.0,38.0,5.0,1.0,Complete,,,66.98716999999999,D,0.0,10.0,63.85416,D,,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,55.285709999999995,68.46153000000001,0.0,6.0
,417.0,417.0,417.0,5,5,5.0,20.0,5.0,20.0,5.0,19.0,3.5,18.0,5.0,20.0,5.0,20.0,23.0,0,23.0,21,0.0,33.0,28.0,41.0,,,,,,92.6282,A,28.0,43.5,85.625,B,,15.0,,,,,,,,,,,,,,,6.0,,81.14285,78.46153000000001,100.0,0.0
,418.75,418.75,418.75,4.5,4,4.5,20.0,5.0,17.0,5.0,14.5,5.0,20.0,0.0,19.0,0.0,0.0,23.75,22.5,25.0,22.75,25.0,27.0,33.0,41.0,,,,,Complete,83.65384,B,30.0,33.25,86.40625,B,,13.0,,,,,,,,,,,,,,,4.0,,83.5,77.6923,86.66666,0.0
,477.5,477.5,477.5,5,5,5.0,20.0,5.0,20.0,5.0,17.0,5.0,20.0,5.0,15.0,4.0,19.0,25.0,25,24.5,24,25.0,30.0,33.0,45.0,0.0,2.0,Complete,Complete,Complete,91.66666,A,30.0,45.0,95.10416,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,96.71428,83.07692,100.0,2.0
,482.5,482.5,482.5,5,5,4.5,19.5,5.0,16.0,5.0,19.0,5.0,18.5,3.5,20.0,4.5,18.5,24.0,22,25.0,24.5,25.0,37.0,39.0,47.0,0.0,3.0,Complete,Complete,Complete,93.26923000000001,A,25.0,44.0,95.3125,A,,15.0,,,,,,,,,,,,,,,6.0,,93.85714,94.61538,100.0,3.0
,450.5,450.5,450.5,4.5,5,4.5,19.0,5.0,20.0,4.0,19.0,5.0,20.0,5.0,20.0,5.0,20.0,25.0,24,22.5,22,25.0,22.0,24.0,36.0,,1.0,,Complete,Complete,85.89743,B,30.0,43.0,88.02083,B,,15.0,,,,,,,,,,,,,,,6.0,,96.57141999999999,63.076919999999994,100.0,1.0
