Weighted Total [Total Pts: up to 0 Percentage] |1669869,Total [Total Pts: up to 526 Score] |1669868,Total [Total Pts: up to 526 Score] |1714579,Total [Total Pts: up to 526 Score] |1714580,Academic Integrity Quiz [Total Pts: 5 Score] |1714581,Syllabus Quiz [Total Pts: 5 Score] |1714582,Pre-Lab 1 [Total Pts: 5 Score] |1714583,Lab 1 [Total Pts: 20 Score] |1714584,Pre-Lab 2 [Total Pts: 5 Score] |1714585,Lab 2 [Total Pts: 20 Score] |1714586,Pre-Lab 3 [Total Pts: 5 Score] |1714587,Lab 3 [Total Pts: 20 Score] |1714588,Pre-Lab 4 [Total Pts: 5 Score] |1714589,Lab 4 [Total Pts: 20 Score] |1714590,Pre-Lab 5 [Total Pts: 5 Score] |1714591,Lab 5 [Total Pts: 20 Score] |1714592,Pre-Lab 6 [Total Pts: 5 Score] |1714593,Lab 6 [Total Pts: 20 Score] |1714594,Lab 7 (Lab and Pre-Lab) [Total Pts: 25 Score] |1768501,Lab 8 (Lab and Pre-Lab) [Total Pts: 25 Score] |1786205,Lab 9 (Lab and Pre-lab) [Total Pts: 25 Score] |1786215,Lab 10 (Lab and Pre-lab) [Total Pts: 25 Score] |1786216,Lab 11 (Lab and Pre-Lab) [Total Pts: 25 Score] |1786220,Exam 1 [Total Pts: 40 Score] |1714603,Exam 2 [Total Pts: 40 Score] |1714604,Final Exam_SP2020 [Total Pts: 50 Score] |1803762,Documentary Review Extra Credit [Total Pts: 0 Score] |1714605,Misc. Extra Credit [Total Pts: 0 Score] |1714606,End of the semester survey [Total Pts: 0 Complete/Incomplete] |1799624,Resources Survey [Total Pts: 0 Complete/Incomplete] |1768127,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1714607,Midterm Grade Percentage Column [Total Pts: up to 156 Percentage] |1714608,Midterm Letter Grade [Total Pts: 0 Text] |1714609,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1714610,Submit Field Museum assignment here [Total Pts: 45 Score] |1789066,Final Percentage [Total Pts: 480 Percentage] |1714612,Final Letter Grade [Total Pts: 100 Text] |1714613,Date Last Attendance [Total Pts: 0 Text] |1714614,Sli.do total [Total Pts: 15 Text] |1714618,Inquizitive extra credit total [Total Pts: 0 Text] |1714619,InQuizitive: Chapter 1. What Is Biological Anthropology? [Total Pts: 0 Score] |1743501,InQuizitive: Chapter 2. Evolution: Constructing a Fundamental Scientific Theory [Total Pts: 0 Score] |1743502,InQuizitive: Chapter 3. Genetics: Reproducing Life and Producing Variation [Total Pts: 0 Score] |1743503,InQuizitive: Chapter 4. Genes and Their Evolution: Population Genetics [Total Pts: 0 Score] |1743504,InQuizitive: Chapter 5. Biology in the Present: Living People [Total Pts: 0 Score] |1743505,InQuizitive: Chapter 6. Biology in the Present: The Other Living Primates [Total Pts: 0 Score] |1743506,"InQuizitive: Chapter 7. Primate Sociality, Social Behavior, and Culture [Total Pts: 0 Score] |1743508",InQuizitive: Chapter 8. Fossils and Their Place in Time and Nature [Total Pts: 0 Score] |1743509,InQuizitive: Chapter 9. Primate Origins and Evolution: The First 50 Million Years [Total Pts: 0 Score] |1743510,InQuizitive: Chapter 10. Early Hominin Origins and Evolution: The Roots of Humanity [Total Pts: 0 Score] |1743511,InQuizitive: Chapter 11. The Origins and Evolution of Early <i>Homo</i> [Total Pts: 0 Score] |1743512,"InQuizitive: Chapter 12. The Origins, Evolution, and Dispersal of Modern People [Total Pts: 0 Score] |1743513","InQuizitive: Chapter 13. The Past 10,000 Years: Agriculture, Population, Biology [Total Pts: 0 Score] |1743514",Sli.do midterm total [Total Pts: 6 Text] |1767091,Discussion Question: Week 1 [Total Pts: 10 Score] |1861094,Total Assignment Percentage [Total Pts: up to 350 Percentage] |2292055,Total Exam Percentage [Total Pts: up to 130 Percentage] |2292056,Total Attendance Percentage [Total Pts: up to 15 Percentage] |2292058,Total Extra Credit [Total Pts: 0 Score] |2292061
,444.5,444.5,444.5,4.5,5,4.0,20.0,5.0,19.0,5.0,19.0,5.0,17.0,4.0,20.0,5.0,19.0,19.0,25,23.0,25,25.0,34.0,32.0,43.0,,,,,Complete,91.98716999999999,A,20.0,41.0,90.52083,A,,,,,,,,,,,,,,,,,6.0,,91.42857,83.84615,0.0,0.0
,456.5,456.5,456.5,4,4.5,5.0,20.0,4.0,18.0,3.0,17.0,5.0,20.0,5.0,20.0,4.0,19.0,25.0,23.5,24.5,25,25.0,25.0,25.0,42.0,5.0,1.0,Complete,,Complete,82.37179,B,28.0,45.0,89.47916,A,,12.0,0.0,,,,,,,,,,,,,,3.0,,96.0,70.76923000000001,80.0,6.0
,416.75,416.75,416.75,5,5,5.0,20.0,5.0,19.0,5.0,16.5,5.0,19.5,5.0,19.0,5.0,0.0,24.75,21,0.0,23.5,25.0,35.0,28.0,36.0,,1.0,,Complete,,91.66666,A,30.0,44.5,86.40625,B,,12.0,,,,,,,,,,,,,,,3.0,,83.64285,76.15384,80.0,1.0
,500.0,500.0,500.0,4.5,5,5.0,20.0,5.0,17.0,5.0,19.5,5.0,20.0,4.0,17.0,5.0,20.0,25.0,25,23.0,24,25.0,33.0,40.0,48.0,,1.0,Complete,,Complete,98.71794,A,30.0,45.0,96.875,A,,15.0,,,,,,,,,,,,,,,15.0,,97.0,93.07692,100.0,1.0
,49.0,49.0,49.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.0,21.0,,,,,,,17.948710000000002,F,0.0,,17.08333,F,,,,,,,,,,,,,,,,,0.0,,0.0,30.76923,0.0,0.0
,335.5,335.5,335.5,0,0,4.5,20.0,4.0,16.0,2.0,18.5,3.5,19.0,3.0,20.0,4.0,18.5,0.0,0,0.0,23.5,25.0,21.0,29.0,26.0,0.0,1.0,,,In Progress,70.83333,C,23.0,42.0,69.47916,C,,11.0,,,,,,,,,,,,,,,2.0,,70.42857,58.46153,73.33333,1.0
,431.0,431.0,431.0,4,4.5,5.0,20.0,3.0,18.0,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,24.0,24,22.5,21,0.0,24.0,31.0,41.0,,,,,,86.85897,B,26.0,41.0,88.125,B,,15.0,1.0,0.5,0.5,,,,,,,,,,,,6.0,,86.71428,73.84615,100.0,1.0
,339.0,339.0,339.0,5,4.5,4.0,20.0,5.0,16.5,5.0,17.5,0.0,0.0,5.0,20.0,4.5,16.5,0.0,0,23.0,0,25.0,28.0,22.0,36.0,0.0,2.0,Complete,Complete,,68.91025,D,26.5,42.0,70.41666,C,,11.0,,,,,,,,,,,,,,,2.0,,65.85714,66.15384,73.33333,2.0
,347.5,347.5,347.5,4.5,5,5.0,19.0,5.0,19.0,5.0,15.0,5.0,16.0,3.0,15.0,0.0,6.5,18.5,0,24.5,0,25.0,26.0,26.0,28.0,,1.0,Complete,,Complete,80.44870999999999,B,26.5,39.0,72.39583,C,,10.0,,,,,,,,,,,,,,,1.0,,70.57141999999999,61.53846,66.66666,1.0
,425.5,425.5,425.5,4.5,4.5,4.5,20.0,5.0,15.0,4.5,15.5,4.5,20.0,5.0,20.0,4.0,18.5,22.0,23.5,22.0,24.5,25.0,20.0,22.0,27.0,5.0,3.0,Complete,Complete,Complete,79.48716999999999,C,27.0,41.0,83.85416,B,,15.0,,,,,,,,,,,,,,,6.0,,91.85714,53.076919999999994,100.0,8.0
,292.0,292.0,292.0,3.5,5,5.0,19.0,1.0,17.0,4.0,20.0,0.0,0.0,0.0,0.0,,,,19,23.0,25,25.0,21.0,25.0,35.0,,2.0,Complete,Complete,Complete,63.78205,D,,40.5,63.125,D,,,,0.5,0.5,,,,,,,,,,,,3.0,,56.71428,62.30769,0.0,2.0
,451.0,451.0,451.0,4.5,5,4.5,20.0,3.0,20.0,3.0,20.0,5.0,20.0,5.0,17.0,0.0,0.0,23.0,25,25.0,23,25.0,27.0,30.0,43.0,5.0,2.0,Complete,Complete,Complete,89.10256,B,30.0,45.0,97.08333,A,,15.0,1.0,0.5,,,0.0,0.0,0.5,,,,,,,,6.0,,89.57141999999999,76.92307,100.0,8.0
,451.75,451.75,451.75,5,5,5.0,17.0,3.0,13.0,4.0,16.5,5.0,20.0,5.0,19.0,4.5,20.0,23.5,25,23.0,24.5,25.0,30.0,33.0,46.0,,2.0,Complete,Complete,,82.37179,B,29.75,45.0,93.07291,A,,,,,,,,,,,,,,,,,5.0,,93.64285,83.84615,0.0,2.0
,495.5,495.5,495.5,5,5,5.0,20.0,3.0,20.0,5.0,18.0,5.0,20.0,5.0,20.0,4.5,19.0,25.0,25,25.0,25,25.0,32.0,39.0,47.0,0.0,2.0,Complete,Complete,Complete,92.94870999999999,A,30.0,45.0,97.39583,A,,15.0,1.0,,0.5,0.5,,,,,,,,,,,6.0,,98.42857,90.76923000000001,100.0,3.0
,341.0,341.0,341.0,4.5,4.5,3.5,18.0,5.0,20.0,0.0,0.0,5.0,19.0,0.0,18.0,0.0,19.5,21.0,21.5,24.5,18.25,0.0,22.0,22.0,27.0,,,,,,65.70512,D,13.0,43.75,70.83333,C,,10.0,,,,,,,,,,,,,,,1.0,,71.42857,54.61538,66.66666,0.0
,479.0,479.0,479.0,5,5,4.5,20.0,4.0,20.0,4.0,19.5,5.0,20.0,5.0,17.5,4.5,19.0,25.0,24,24.0,25,25.0,31.0,29.0,43.0,5.0,1.0,Complete,,,92.30769000000001,A,29.0,45.0,94.0625,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,97.14285,79.23076,100.0,6.0
,469.5,469.5,469.5,4.5,5,5.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,17.5,5.0,17.5,24.0,25,25.0,25,25.0,20.0,32.0,43.0,5.0,2.0,Complete,Complete,Complete,84.93589,B,30.0,45.0,92.70833,A,,13.0,0.0,,,,,,,,,,,,,,4.0,,98.0,73.07692,86.66666,7.0
,450.5,450.5,450.5,4.5,5,5.0,19.0,5.0,18.0,4.0,18.5,5.0,20.0,5.0,19.0,5.0,19.5,25.0,23,24.5,22.75,25.0,22.0,27.0,35.0,,,Complete,,Complete,84.61538,B,28.5,44.25,87.91666,B,,15.0,,,,,,,,,,,,,,,6.0,,96.0,64.61538,100.0,0.0
,439.5,439.5,439.5,5,5,5.0,20.0,4.0,19.0,4.0,20.0,5.0,19.0,4.5,18.0,4.0,19.0,5.0,24,24.0,18,25.0,32.0,33.0,49.0,0.0,0.0,,,Complete,92.30769000000001,A,27.0,45.0,92.39583,A,,,,,,,,,,,,,,,,,6.0,,88.42857,87.6923,0.0,0.0
,443.5,443.5,443.5,4,5,5.0,19.0,5.0,17.0,1.0,20.0,5.0,20.0,5.0,20.0,4.5,18.5,23.0,24,24.0,25,25.0,29.0,25.0,40.0,,1.0,Complete,,Complete,87.17948,B,29.5,44.0,90.10416,A,,,,,,,,,,,,,,,,,6.0,,95.57141999999999,72.30769000000001,0.0,1.0
,251.0,251.0,251.0,5,4.5,4.5,20.0,3.0,18.0,0.0,0.0,0.0,0.0,5.0,17.0,,,23.0,21,,,,22.0,26.0,32.0,,2.0,Complete,Complete,Complete,53.205119999999994,F,25.0,19.0,54.583330000000004,F,5/5/20,,,0.0,,,,,,,,,,,,,6.0,,44.42857,61.53846,0.0,2.0
,434.0,434.0,434.0,5,5,5.0,20.0,5.0,18.0,4.0,16.5,4.0,20.0,0.0,0.0,4.5,18.5,23.0,22,25.0,24,25.0,33.0,30.0,38.0,0.0,3.0,Complete,Complete,Complete,90.0641,B,28.5,41.0,89.58333,A,,14.0,,,,,,,,,,,,,,,5.0,,86.85714,77.6923,93.33333,3.0
,467.5,467.5,467.5,5,5,4.5,20.0,3.0,20.0,5.0,17.0,5.0,19.0,5.0,20.0,5.0,19.0,24.0,24.5,24.0,24,25.0,32.0,31.0,43.0,,1.0,,Complete,,89.42307,B,27.5,43.0,92.1875,A,,13.0,,,,,,,,,,,,,,,4.0,,95.57141999999999,81.53846,86.66666,1.0
,478.0,478.0,478.0,5,5,5.0,19.0,5.0,18.0,5.0,19.0,5.0,20.0,5.0,19.0,5.0,19.5,22.5,24,24.5,22,25.0,33.0,36.0,44.0,,,,,Complete,92.30769000000001,A,29.0,44.5,93.95833,A,,14.0,,,,,,,,,,,,,,,5.0,,96.0,86.92307,93.33333,0.0
,445.0,445.0,445.0,4.5,4.5,4.0,20.0,4.0,18.5,5.0,18.5,5.0,19.5,5.0,20.0,4.5,20.0,24.0,25,23.0,21,25.0,26.0,24.0,40.0,5.0,2.0,Complete,Complete,Complete,86.85897,B,29.0,44.0,90.625,A,,,,,,,,,,,,,,,,,6.0,,95.71428,69.23076,0.0,7.0
,388.5,388.5,388.5,4.5,5,4.5,18.0,3.0,19.0,4.0,17.0,5.0,18.0,3.0,19.0,0.0,0.0,24.5,0,24.0,25,25.0,26.0,24.0,37.0,,1.0,Complete,,,79.80769000000001,C,29.0,44.0,80.72916,B,,9.0,0.5,0.5,,,,,,,,,,,,,0.0,,80.57141999999999,66.92307,60.0,1.5
,423.0,423.0,423.0,,,5.0,20.0,3.0,18.0,5.0,15.5,5.0,20.0,5.0,19.0,4.5,19.0,23.0,24.5,25.0,21,,37.0,32.0,43.0,,1.0,Complete,,,86.21794,B,30.0,42.5,90.20833,A,,,,,,,,,,,,,,,,,6.0,,87.14285,86.15384,0.0,1.0
,516.5,516.5,516.5,5,5,5.0,20.0,5.0,20.0,5.0,20.0,4.5,20.0,5.0,20.0,4.5,19.0,25.0,25,24.5,25,25.0,40.0,39.0,46.0,,2.0,Complete,Complete,Complete,106.73076,A,30.0,45.0,99.16666,A,,15.0,2.0,0.5,0.0,,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,15.0,,99.28571,96.15384,100.0,4.0
,460.5,460.5,460.5,,4.5,4.0,19.0,3.0,19.0,5.0,18.5,5.0,20.0,5.0,19.5,5.0,19.5,20.0,22,24.75,23.75,25.0,32.0,32.0,41.0,,1.0,,Complete,,87.17948,B,28.5,43.5,90.72916,A,,15.0,,,,,,,,,,,,,,,6.0,,94.28571,80.76923000000001,100.0,1.0
,456.0,456.0,456.0,4.5,4,5.0,20.0,5.0,19.0,3.0,17.0,5.0,20.0,5.0,20.0,4.5,20.0,23.0,24,24.0,24,25.0,23.0,24.0,41.0,0.0,2.0,Complete,Complete,Complete,84.29486999999999,B,30.0,45.0,90.10416,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,96.71428,67.6923,100.0,2.0
,465.0,465.0,465.0,4.5,5,5.0,19.0,4.0,19.0,4.0,20.0,5.0,20.0,4.0,20.0,4.5,20.0,18.0,23,25.0,24,25.0,33.0,33.0,49.0,0.0,2.0,Complete,Complete,Complete,92.6282,A,30.0,45.0,95.41666,A,,,,,,,,,,,,,,,,,6.0,,95.57141999999999,88.46153000000001,0.0,2.0
,438.0,438.0,438.0,5,5,4.0,20.0,5.0,19.0,5.0,19.5,0.0,20.0,5.0,20.0,4.5,19.0,22.0,22,24.0,0,25.0,31.0,31.0,42.0,0.0,3.0,Complete,Complete,Complete,89.42307,B,26.0,43.0,91.875,A,,15.0,,,,,,,,,,,,,,,6.0,,86.57141999999999,80.0,100.0,3.0
,442.0,442.0,442.0,5,5,3.5,16.0,3.0,13.0,4.0,18.0,4.5,20.0,4.0,19.0,4.5,20.0,23.0,23,23.0,23.5,25.0,30.0,31.0,44.0,5.0,2.0,Complete,Complete,Complete,82.05128,B,28.0,41.0,91.04166,A,,,,,0.0,0.0,,,,,,,,,,,6.0,,90.28571,80.76923000000001,0.0,7.0
,464.5,464.5,464.5,4.5,5,3.5,20.0,5.0,20.0,5.0,16.0,5.0,19.0,5.0,16.0,4.5,20.0,24.0,23.5,23.5,25,25.0,26.0,33.0,41.0,0.0,2.0,Complete,Complete,Complete,86.53846,B,29.0,45.0,91.5625,A,,15.0,0.0,,,,,,,,,,,,,,6.0,,95.42857,76.92307,100.0,2.0
,284.5,284.5,284.5,,,5.0,20.0,5.0,20.0,5.0,19.0,5.0,19.0,0.0,0.0,0.0,0.0,8.5,0,20.0,13,25.0,30.0,30.0,39.0,,1.0,Complete,,,85.89743,B,0.0,0.0,58.020830000000004,F,5-May-20,15.0,,,,,,,,,,,,,,,6.0,,47.0,76.15384,100.0,1.0
,488.5,488.5,488.5,4.5,5,5.0,20.0,1.0,19.0,4.0,17.0,4.0,18.0,5.0,20.0,4.5,19.0,25.0,25,23.5,25,25.0,36.0,38.0,45.0,5.0,1.0,Complete,,,89.74358000000001,B,29.0,44.0,96.45833,A,,14.0,1.5,0.5,0.5,0.5,,,,,,,,,,,5.0,,95.14285,91.53846,93.33333,7.5
,430.5,430.5,430.5,5,5,4.0,20.0,5.0,16.5,4.0,15.5,4.0,20.0,5.0,20.0,4.0,18.5,20.0,22,23.0,23,25.0,30.0,30.0,28.0,0.0,2.0,,Complete,Complete,86.53846,B,22.5,39.5,84.89583,B,,15.0,,,,,,,,,,,,,,,6.0,,89.0,67.6923,100.0,2.0
,461.0,461.0,461.0,4.5,5,5.0,20.0,4.0,19.0,5.0,17.5,4.5,20.0,4.0,20.0,4.0,18.5,22.0,21,24.0,24,24.0,30.0,28.0,42.0,5.0,2.0,Complete,Complete,Complete,90.0641,B,24.0,45.0,91.04166,A,,15.0,,,,,,,,,,,,,,,6.0,,93.0,76.92307,100.0,7.0
,441.5,441.5,441.5,5,4,5.0,20.0,5.0,20.0,5.0,19.0,5.0,20.0,4.0,20.0,4.5,19.0,25.0,25,24.0,0,25.0,25.0,36.0,38.0,0.0,1.0,,Complete,,86.53846,B,30.0,45.0,91.77083,A,,11.0,0.0,,,,,,,,,,,,,,2.0,,91.57141999999999,76.15384,73.33333,1.0
,373.5,373.5,373.5,4.5,5,5.0,20.0,3.0,17.0,5.0,18.5,5.0,20.0,5.0,19.0,4.5,20.0,23.5,25,25.0,,,31.0,37.0,,,2.0,Complete,Complete,,89.74358000000001,B,30.0,44.5,80.10416,B,,,,,,,,,,,,,,,,,6.0,,82.85714,52.30769,0.0,2.0
,455.5,455.5,455.5,4.5,4,5.0,19.0,5.0,20.0,5.0,19.0,5.0,20.0,4.0,18.5,5.0,20.0,25.0,25,24.0,0,25.0,28.0,34.0,40.0,,,,,Complete,90.70512,A,30.0,44.5,92.60416,A,,15.0,2.5,,,,,0.5,,0.5,,,0.5,0.5,0.5,,6.0,,91.14285,78.46153000000001,100.0,2.5
,435.0,435.0,435.0,4,5,4.0,20.0,5.0,17.0,5.0,15.5,4.0,20.0,5.0,20.0,4.0,18.5,21.0,23.5,22.5,23,25.0,27.0,22.0,36.0,0.0,2.0,Complete,,In Progress,84.93589,B,24.0,43.0,85.52083,B,,15.0,,,,,,,,,,,,,,,6.0,,91.42857,65.38461,100.0,2.0
,366.5,366.5,366.5,4.5,4.5,4.0,19.0,5.0,19.0,3.0,20.0,5.0,19.0,5.0,17.0,4.5,19.5,22.0,0,23.5,0,20.0,20.0,14.0,38.0,0.0,0.0,,Complete,,82.6923,B,29.0,30.0,75.20833,C,,15.0,0.0,,,,,,,,,,,,,,6.0,,75.57141999999999,55.384609999999995,100.0,0.0
,263.5,263.5,263.5,4.5,4.5,5.0,17.0,5.0,19.0,5.0,13.0,5.0,20.0,5.0,20.0,4.5,19.0,,,,,,25.0,23.0,33.0,,,,,Complete,82.6923,B,30.0,,58.85416,F,,,,,,,,,,,,,,,,,6.0,,47.85714,62.30769,0.0,0.0
,410.5,410.5,410.5,4.5,4.5,3.5,20.0,3.0,16.0,3.0,18.0,4.0,17.0,4.0,14.5,3.5,18.0,22.5,23.5,22.5,23,25.0,24.0,24.0,36.0,,1.0,Complete,,Complete,78.52564,C,29.5,42.0,83.75,B,,,,,,,,,,,,,,,,,5.0,,89.28571,64.61538,0.0,1.0
,400.5,400.5,400.5,5,4,5.0,20.0,5.0,20.0,0.0,0.0,4.0,18.5,4.0,20.0,0.0,0.0,20.0,25,25.0,25,25.0,25.0,29.0,41.0,5.0,2.0,Complete,Complete,,68.91025,D,29.0,45.0,85.72916,B,,,,,,,,,,,,,,,,,1.0,,83.0,73.07692,0.0,7.0
,471.0,471.0,471.0,5,4.5,4.5,20.0,3.0,18.0,5.0,17.0,5.0,19.0,4.0,20.0,4.5,18.5,25.0,25,24.0,25,25.0,25.0,35.0,44.0,,2.0,Complete,Complete,Complete,84.61538,B,29.5,44.5,92.91666,A,,15.0,,,,,,,,,,,,,,,6.0,,96.14285,80.0,100.0,2.0
,474.5,474.5,474.5,5,5,5.0,20.0,3.0,19.0,5.0,17.0,5.0,19.0,4.0,20.0,4.5,20.0,23.5,24.5,25.0,22,25.0,31.0,34.0,44.0,,1.0,,Complete,Complete,89.74358000000001,B,29.0,44.0,93.22916,A,,15.0,,,,,,,,,,,,,,,6.0,,95.57141999999999,83.84615,100.0,1.0
,406.5,406.5,406.5,5,5,5.0,19.5,0.0,0.0,0.0,0.0,4.0,18.5,4.0,18.5,4.0,19.0,23.0,23,23.0,21,25.0,30.0,33.0,47.0,0.0,0.0,,,Complete,58.333330000000004,F,30.0,45.0,86.5625,B,,,,,,,,,,,,,,,,,4.0,,80.71428,84.61538,0.0,0.0
,417.5,417.5,417.5,4,5,5.0,18.0,3.5,20.0,0.0,0.0,0.0,18.0,5.0,20.0,0.0,18.5,18.0,23.5,23.0,,25.0,34.0,30.0,46.0,,,,,Complete,78.52564,D,30.0,41.0,83.85416,B,,15.0,,,,,,,,,,,,,,,15.0,,76.71428,84.61538,100.0,0.0
,448.0,448.0,448.0,4.5,4.5,4.5,20.0,4.0,18.0,0.0,0.0,5.0,20.0,5.0,17.0,5.0,19.0,24.5,25,25.0,23.5,25.0,35.0,40.0,48.0,,1.0,Complete,,Complete,78.20512,C,23.5,43.5,94.47916,A,,,,,0.0,0.0,5.0,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.0,,87.85714,94.61538,0.0,1.0
,497.0,497.0,497.0,5,5,5.0,20.0,5.0,20.0,4.0,20.0,5.0,20.0,5.0,20.0,4.0,20.0,25.0,25,24.0,24,25.0,37.0,38.0,47.0,,1.0,,Complete,,96.79486999999999,A,30.0,45.0,97.5,A,,14.0,,,,,,,,,,,,,,,5.0,,98.85714,93.84615,93.33333,1.0
,391.5,391.5,391.5,4.5,4.5,3.5,18.5,5.0,19.0,0.0,0.0,0.0,18.0,4.0,17.5,4.0,20.0,23.0,22,23.0,24,25.0,21.0,27.0,28.0,0.0,2.0,Complete,Complete,Complete,63.46153,D,30.0,45.0,83.85416,B,,,,,,,,,,,,,,,,,5.0,,86.14285,58.46153,0.0,2.0
,320.5,320.5,320.5,4.5,4.5,5.0,20.0,4.0,16.0,3.0,16.0,4.0,17.0,4.0,20.0,,,23.0,18,24.0,,,21.0,19.0,23.0,,,,,,77.5641,C,28.5,40.0,70.10416,C,,,,,,,,,,,,,,,,,6.0,,69.28571,48.461529999999996,0.0,0.0
,208.5,208.5,208.5,4.5,4,3.0,17.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,,,18.0,20,,,25.0,24.0,17.0,23.0,,,,,,50.961529999999996,F,26.0,,50.3125,F,,,,,,,,,,,,,,,,,3.0,,38.0,49.23076,0.0,0.0
,468.5,468.5,468.5,4.5,4.5,5.0,20.0,3.0,18.0,5.0,20.0,5.0,20.0,5.0,17.5,4.0,19.0,24.0,25,24.0,25,25.0,28.0,30.0,40.0,0.0,1.0,Complete,,Complete,89.42307,B,30.0,45.0,92.08333,A,,15.0,0.5,0.5,,,,,,,,,,,,,6.0,,97.0,75.38461,100.0,1.5
,330.0,330.0,330.0,5,5,5.0,18.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,4.5,20.0,0.0,0,0.0,0,0.0,24.0,32.0,43.0,,,,,Complete,88.46153000000001,B,23.5,44.0,70.625,C,,,,,,,,,,,,,,,,,6.0,,61.42856999999999,76.15384,0.0,0.0
,483.0,483.0,483.0,5,5,5.0,20.0,3.0,20.0,4.0,18.5,5.0,20.0,5.0,19.0,4.5,20.0,24.5,24.5,25.0,24,25.0,40.0,40.0,45.0,,2.0,Complete,Complete,Complete,97.11538,A,30.0,45.0,98.22916,A,,,,,,,,,,,,,,,,,6.0,,97.71428,96.15384,0.0,2.0
,465.0,465.0,465.0,4.5,5,5.0,20.0,3.0,20.0,5.0,18.0,5.0,18.5,5.0,20.0,4.0,20.0,25.0,22,23.0,23,25.0,25.0,31.0,44.0,,1.0,,Complete,Complete,86.53846,B,30.0,43.0,91.04166,A,,15.0,,,,,,,,,,,,,,,6.0,,95.57141999999999,76.92307,100.0,1.0
,429.5,429.5,429.5,5,5,4.5,20.0,3.0,14.0,5.0,15.0,5.0,17.5,4.0,18.0,4.5,20.0,22.5,25,25.0,24,25.0,17.0,23.0,38.0,,1.0,Complete,,,75.0,C,27.5,41.0,84.70833,B,,15.0,,,,,,,,,,,,,,,6.0,,91.57141999999999,60.0,100.0,1.0
,423.0,423.0,423.0,4.5,4,4.5,19.0,4.0,19.0,5.0,13.0,5.0,20.0,5.0,20.0,5.0,19.5,19.5,18.5,24.5,24.75,25.0,18.0,23.0,39.0,5.0,2.0,Complete,Complete,Complete,74.35897,C,29.5,39.75,84.79166,B,,9.0,,,,,,,,,,,,,,,0.0,,91.57141999999999,61.53846,60.0,7.0
,460.0,460.0,460.0,4,3.5,4.5,19.0,3.0,19.0,5.0,18.5,5.0,20.0,5.0,19.0,5.0,20.0,25.0,24,22.5,20.25,25.0,36.0,26.0,37.0,5.0,1.0,Complete,,,91.98716999999999,A,27.0,43.25,90.57291,A,,11.0,1.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,,,,,2.0,,94.28571,76.15384,73.33333,7.5
,461.5,461.5,461.5,4,4.5,5.0,18.0,3.0,19.0,5.0,17.0,5.0,18.5,5.0,19.0,4.5,20.0,25.0,24,25.0,22,25.0,24.0,31.0,44.0,,2.0,Complete,Complete,Complete,82.6923,B,30.0,43.0,91.35416,A,,15.0,,,,,,,,,,,,,,,6.0,,95.14285,76.15384,100.0,2.0
,473.0,473.0,473.0,5,5,5.0,20.0,3.0,18.0,5.0,20.0,2.5,19.5,5.0,20.0,4.0,20.0,25.0,25,25.0,25,25.0,24.0,33.0,44.0,,1.0,Complete,,Complete,85.25641,B,30.0,44.0,92.91666,A,,15.0,,,,,,,,,,,,,,,6.0,,97.42857,77.6923,100.0,1.0
,439.0,439.0,439.0,5,5,5.0,20.0,4.0,20.0,5.0,18.0,5.0,20.0,5.0,20.0,,,25.0,25,25.0,25,25.0,32.0,27.0,45.0,,1.0,Complete,,,92.94870999999999,A,28.0,44.0,93.54166,A,,,,,,,,,,,,,,,,,6.0,,91.14285,80.0,0.0,1.0
,444.25,444.25,444.25,3.5,5,5.0,19.0,5.0,18.0,5.0,18.5,5.0,19.5,5.0,20.0,5.0,20.0,24.5,24.25,24.5,0,25.0,27.0,30.0,41.0,,,Complete,,,87.5,B,29.5,44.0,91.30208,A,,15.0,,,,,,,,,,,,,,,6.0,,90.5,75.38461,100.0,0.0
,426.0,426.0,426.0,5,4.5,4.0,20.0,3.0,17.0,5.0,18.0,5.0,19.0,5.0,19.0,4.0,20.0,23.0,22.5,25.0,25,25.0,17.0,23.0,27.0,5.0,1.0,,Complete,Complete,77.24358000000001,C,25.0,45.0,84.0625,B,,12.0,0.0,,,,,,,,,,,,,,3.0,,94.14285,51.53846,80.0,6.0
,473.5,473.5,473.5,4,5,5.0,20.0,5.0,18.0,5.0,18.0,5.0,20.0,5.0,19.0,5.0,20.0,24.0,25,25.0,24,25.0,35.0,37.0,39.0,,2.0,Complete,Complete,In Progress,95.83333,A,30.0,45.0,96.04166,A,,,,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,5.0,,98.0,85.38461,0.0,2.0
,458.5,458.5,458.5,5,,5.0,17.0,5.0,18.0,5.0,19.0,5.0,20.0,4.0,20.0,5.0,20.0,24.0,25,25.0,25,25.0,30.0,38.0,45.0,,,,,,86.53846,B,22.5,45.0,92.8125,A,,,,,,,,,,,,,,,,,6.0,,95.57141999999999,86.92307,0.0,0.0
